,qtractor.csv,alleg.csv,ossbuild.csv,mimosa.csv,quarkplayer.csv,freewrl.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,jstock.csv,synergyspace.csv,jcache.csv,fulguro.csv,miranda.csv
alleg.csv,0.54,0.91,0.09,0.21,0.03,0.55,0.57,0.37,0.28,0.16,0.53,0.12,0.65
freewrl.csv,0.62,0.69,0.14,0.67,0.08,1.0,0.62,0.51,0.27,0.18,0.79,0.12,0.72
fulguro.csv,0.54,0.53,0.4,0.5,0.1,0.55,0.48,0.69,1.0,0.14,1.0,1.0,0.43
google-web-toolkit.csv,0.67,0.58,0.15,0.39,0.04,0.25,1.0,0.47,0.14,0.23,0.77,0.18,0.66
jcache.csv,0.58,0.6,0.09,0.68,0.12,0.65,0.62,0.44,0.29,0.24,1.0,0.1,0.76
jstock.csv,0.6,0.65,0.14,0.5,0.05,0.0,0.56,0.61,1.0,0.33,1.0,0.05,0.78
mimosa.csv,0.66,0.61,0.09,0.95,0.11,0.56,0.64,0.44,0.19,0.28,0.61,0.13,0.68
miranda.csv,0.71,0.6,0.06,0.59,0.08,0.0,0.59,0.5,0.29,0.17,0.76,0.11,0.99
ns-3-dev-def-routing.csv,0.75,0.59,0.15,0.68,0.08,0.67,0.62,1.0,0.0,0.22,0.88,0.0,0.76
ossbuild.csv,0.79,0.63,0.86,0.65,0.15,0.5,0.63,0.45,0.33,0.32,1.0,0.11,0.73
qtractor.csv,1.0,0.64,0.16,0.78,0.08,0.64,0.63,0.52,0.58,0.18,0.7,0.13,0.75
quarkplayer.csv,0.26,0.68,0.0,0.9,1.0,0.44,0.62,0.26,0.13,0.19,0.28,0.21,0.54
synergyspace.csv,0.57,0.55,0.0,0.67,0.0,0.5,0.73,0.36,0.17,1.0,0.75,0.08,0.92
