,qtractor.csv,alleg.csv,ossbuild.csv,mimosa.csv,quarkplayer.csv,freewrl.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,jstock.csv,synergyspace.csv,jcache.csv,fulguro.csv,miranda.csv
alleg.csv,0.54,0.16,0.63,0.55,0.48,0.62,0.48,0.48,0.49,0.66,0.2,0.65,0.68
freewrl.csv,0.38,0.36,0.36,0.24,0.46,0.0,0.36,0.37,0.56,0.27,0.15,0.35,0.47
fulguro.csv,0.25,0.44,0.16,0.05,0.24,0.21,0.12,0.03,0.0,0.06,0.0,0.0,0.25
google-web-toolkit.csv,0.12,0.64,0.55,0.52,0.29,0.38,0.01,0.3,0.28,0.2,0.15,0.23,0.24
jcache.csv,0.42,0.75,0.66,0.33,0.28,0.25,0.56,0.5,0.63,0.32,0.0,0.11,0.45
jstock.csv,0.17,0.13,0.05,0.05,0.13,0.0,0.12,0.11,0.0,0.08,0.0,0.25,0.08
mimosa.csv,0.42,0.38,0.42,0.05,0.39,0.29,0.44,0.46,0.58,0.55,0.29,0.51,0.54
miranda.csv,0.21,0.38,0.44,0.21,0.44,0.0,0.29,0.32,0.12,0.2,0.1,0.62,0.02
ns-3-dev-def-routing.csv,0.17,0.51,0.47,0.17,0.42,0.25,0.16,0.0,0.07,0.28,0.02,0.37,0.21
ossbuild.csv,0.17,0.38,0.02,0.17,0.28,0.42,0.24,0.5,0.19,0.13,0.0,0.8,0.4
qtractor.csv,0.0,0.44,0.65,0.19,0.58,0.38,0.39,0.38,0.12,0.41,0.2,0.75,0.43
quarkplayer.csv,0.58,0.4,0.0,0.02,0.0,0.58,0.31,0.49,0.77,0.74,0.68,0.19,0.16
synergyspace.csv,0.12,0.09,0.1,0.02,0.03,0.08,0.12,0.14,0.12,0.0,0.02,0.14,0.01
