,xharbour.csv,barracudamvc.csv,megasquirtavr.csv,openintents.csv,atomsite.csv,arsenal-1.csv,hazelcast.csv,alembik.csv,opengs.csv,fm-classic.csv,mycila.csv,bulmages.csv,jppf-project.csv,mumble.csv,bionote.csv,mevenide.csv,duplicati.csv,tweetsharp.csv
alembik.csv,0.25,0.21,0.0,0.35,0.36,0.04,0.22,1.0,0.19,0.0,0.0,0.05,0.2,0.04,0.75,0.28,0.1,0.07
arsenal-1.csv,0.11,0.42,0.35,0.43,0.32,0.96,0.29,0.27,0.3,0.0,0.5,0.29,0.43,0.48,0.62,0.28,0.28,0.33
atomsite.csv,0.02,0.45,0.75,0.48,0.95,0.15,0.58,0.77,0.7,0.33,0.7,0.1,0.42,0.4,0.5,0.41,0.48,0.29
barracudamvc.csv,0.97,1.0,1.0,0.83,1.0,0.74,0.78,0.91,0.89,1.0,0.9,0.9,0.55,0.96,1.0,0.86,0.72,0.98
bionote.csv,0.03,0.21,0.2,0.04,0.14,0.04,0.05,0.09,0.06,0.0,0.0,0.0,0.01,0.0,0.88,0.07,0.1,0.12
bulmages.csv,0.21,0.19,0.15,0.0,0.09,0.07,0.02,0.09,0.0,0.0,0.1,0.9,0.05,0.4,0.0,0.38,0.12,0.1
fm-classic.csv,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.04,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.02
hazelcast.csv,1.0,0.9,0.6,0.96,0.91,0.81,0.98,0.95,0.94,1.0,0.9,1.0,0.98,1.0,0.88,0.86,0.91,0.79
jppf-project.csv,1.0,0.9,0.55,0.87,0.91,0.89,0.84,0.59,0.72,0.33,0.9,0.95,1.0,0.96,0.75,0.9,0.66,0.9
megasquirtavr.csv,1.0,0.9,1.0,1.0,1.0,0.96,0.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.86,1.0,1.0
mevenide.csv,0.07,0.19,0.7,0.39,0.5,0.15,0.49,0.36,0.07,0.33,0.0,0.19,0.47,0.32,0.75,0.97,0.74,0.12
mumble.csv,0.22,0.52,0.05,0.65,0.55,0.37,0.4,0.64,0.31,0.0,0.1,0.33,0.36,0.92,0.88,0.31,0.36,0.14
mycila.csv,0.0,0.1,0.25,0.04,0.09,0.07,0.07,0.05,0.24,0.0,0.9,0.29,0.08,0.04,0.0,0.03,0.12,0.07
opengs.csv,0.49,0.36,0.0,0.57,0.59,0.48,0.49,0.36,0.96,0.33,0.2,0.33,0.42,0.4,0.62,0.38,0.33,0.38
openintents.csv,0.05,0.5,0.0,1.0,0.82,0.33,0.64,0.82,0.5,0.33,0.4,0.24,0.5,0.32,1.0,0.34,0.62,0.43
tweetsharp.csv,0.61,0.3,0.05,0.22,0.36,0.67,0.36,0.73,0.94,0.0,0.6,0.48,0.12,0.64,0.62,0.62,0.57,1.0
xharbour.csv,0.98,1.0,0.75,0.7,0.55,1.0,0.91,0.64,0.91,1.0,0.9,0.86,0.62,0.72,1.0,0.93,0.47,0.9
