,xharbour.csv,barracudamvc.csv,megasquirtavr.csv,openintents.csv,atomsite.csv,arsenal-1.csv,hazelcast.csv,alembik.csv,opengs.csv,fm-classic.csv,mycila.csv,bulmages.csv,jppf-project.csv,mumble.csv,bionote.csv,mevenide.csv,duplicati.csv,tweetsharp.csv
alembik.csv,0.29,0.25,0.0,0.4,0.41,0.05,0.26,1.0,0.23,0.0,0.0,0.06,0.23,0.05,0.74,0.32,0.12,0.09
arsenal-1.csv,0.13,0.44,0.36,0.45,0.35,0.96,0.32,0.31,0.34,0.0,0.52,0.32,0.44,0.5,0.63,0.32,0.33,0.36
atomsite.csv,0.02,0.48,0.7,0.49,0.96,0.18,0.58,0.66,0.62,0.37,0.62,0.12,0.41,0.44,0.51,0.44,0.0,0.33
barracudamvc.csv,0.21,0.99,0.0,0.66,0.09,0.66,0.59,0.41,0.54,0.49,0.2,0.54,0.5,0.4,0.65,0.34,0.0,0.0
bionote.csv,0.04,0.25,0.24,0.05,0.17,0.05,0.06,0.11,0.07,0.0,0.0,0.0,0.01,0.0,0.9,0.09,0.12,0.15
bulmages.csv,0.25,0.23,0.18,0.0,0.11,0.09,0.02,0.11,0.0,0.0,0.12,0.92,0.06,0.45,0.0,0.42,0.15,0.12
fm-classic.csv,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.02
hazelcast.csv,0.0,0.0,0.62,0.24,0.58,0.6,0.98,0.53,0.35,0.13,0.69,0.09,0.0,0.13,0.29,0.59,0.93,0.5
jppf-project.csv,0.0,0.35,0.54,0.32,0.17,0.41,0.69,0.5,0.52,0.31,0.58,0.0,1.0,0.38,0.42,0.13,0.71,0.41
megasquirtavr.csv,0.0,0.2,1.0,0.0,0.0,0.42,0.67,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0
mevenide.csv,0.09,0.22,0.19,0.41,0.48,0.18,0.52,0.4,0.09,0.38,0.0,0.22,0.48,0.35,0.69,0.98,0.0,0.14
mumble.csv,0.26,0.53,0.06,0.63,0.57,0.41,0.45,0.65,0.35,0.0,0.12,0.37,0.38,0.93,0.8,0.35,0.41,0.17
mycila.csv,0.0,0.12,0.29,0.05,0.11,0.09,0.08,0.06,0.28,0.0,0.92,0.32,0.1,0.05,0.0,0.04,0.0,0.09
opengs.csv,0.53,0.39,0.0,0.6,0.6,0.49,0.55,0.41,0.97,0.35,0.24,0.38,0.45,0.45,0.59,0.42,0.38,0.42
openintents.csv,0.06,0.53,0.0,0.99,0.74,0.37,0.57,0.6,0.51,0.37,0.43,0.27,0.5,0.36,0.9,0.37,0.0,0.42
tweetsharp.csv,0.44,0.34,0.06,0.26,0.38,0.57,0.38,0.62,0.51,0.0,0.6,0.49,0.15,0.53,0.62,0.59,0.62,1.0
xharbour.csv,0.98,0.0,0.69,0.44,0.52,0.0,0.0,0.57,0.52,0.24,0.0,0.34,0.59,0.57,0.3,0.09,0.53,0.41
