,xharbour.csv,barracudamvc.csv,megasquirtavr.csv,openintents.csv,atomsite.csv,arsenal-1.csv,hazelcast.csv,alembik.csv,opengs.csv,fm-classic.csv,mycila.csv,bulmages.csv,jppf-project.csv,mumble.csv,bionote.csv,mevenide.csv,duplicati.csv,tweetsharp.csv
alembik.csv,0.26,0.25,0.15,0.45,0.24,0.0,0.0,0.35,0.1,0.12,0.21,0.12,0.5,0.14,0.19,0.06,0.0,0.4
arsenal-1.csv,0.11,0.85,0.05,0.12,0.07,0.29,0.0,0.03,0.0,0.22,0.19,0.01,0.12,0.09,0.0,0.18,0.0,0.0
atomsite.csv,0.37,0.9,1.0,0.97,0.28,0.81,0.7,0.77,0.95,0.94,1.0,0.59,0.62,0.66,0.73,0.99,0.0,0.47
barracudamvc.csv,0.95,0.2,0.74,0.85,0.98,0.9,1.0,0.97,1.0,0.47,0.88,0.98,0.62,0.98,0.98,0.72,1.0,0.93
bionote.csv,0.11,0.6,0.01,0.58,0.17,0.48,0.1,0.13,0.01,0.68,0.07,0.28,0.75,0.18,0.19,0.42,0.0,0.4
bulmages.csv,0.0,0.3,1.0,0.03,0.02,0.0,0.0,0.03,0.0,0.12,0.1,0.44,0.12,0.51,0.04,0.56,0.0,0.13
fm-classic.csv,0.0,0.1,0.26,0.39,0.07,0.1,0.1,0.1,0.04,0.09,0.14,0.08,0.0,0.05,0.12,0.06,0.0,0.2
hazelcast.csv,0.37,0.95,0.16,0.94,0.63,0.48,0.0,0.77,0.65,0.9,0.71,0.5,0.75,0.43,0.65,0.65,0.0,0.73
jppf-project.csv,0.63,0.75,0.81,0.79,0.41,0.97,0.9,0.55,0.47,0.35,0.81,0.69,0.12,0.62,0.52,0.66,0.0,0.53
megasquirtavr.csv,1.0,0.8,0.14,0.97,0.74,0.94,1.0,0.71,0.91,0.69,0.88,0.69,0.75,0.78,0.77,0.78,0.0,0.53
mevenide.csv,0.11,0.8,0.19,0.45,0.09,0.23,0.0,0.03,0.0,0.56,0.07,0.04,0.25,0.05,0.1,0.19,0.0,0.13
mumble.csv,0.37,0.6,0.04,0.91,0.52,0.71,0.6,0.16,0.64,0.46,0.19,0.65,0.25,0.18,0.5,0.49,0.0,0.47
mycila.csv,0.32,0.25,0.04,0.3,0.28,0.74,0.3,0.13,0.57,0.07,0.21,0.48,0.25,0.52,0.17,0.27,0.0,0.4
opengs.csv,0.37,0.65,0.1,0.15,0.43,0.35,0.9,0.26,0.31,0.66,0.12,0.38,0.12,0.31,0.48,0.23,1.0,0.4
openintents.csv,0.79,0.5,0.0,0.3,0.89,0.84,0.2,0.74,0.83,0.75,0.29,0.42,0.5,0.75,0.88,0.65,1.0,0.87
tweetsharp.csv,0.0,0.35,0.96,0.42,0.35,0.77,0.9,0.77,0.9,0.12,0.76,0.3,0.5,0.37,0.37,0.44,1.0,0.2
xharbour.csv,0.05,1.0,0.66,0.79,0.54,1.0,0.2,0.65,0.99,0.72,0.9,0.65,0.62,0.75,0.46,0.85,1.0,0.67
