,recall,precision,pf,pci_20,ifa,wins
alembik.csv,0.33,0.595,0.16999999999999998,0.5,0.0,15
arsenal-1.csv,0.10500000000000001,0.675,0.08,0.67,0.0,16
atomsite.csv,0.895,0.44499999999999995,0.75,0.37,1.0,6
barracudamvc.csv,0.905,0.4,0.94,0.405,1.5,0
bionote.csv,0.37,0.5,0.185,0.645,0.5,14
bulmages.csv,0.045,0.335,0.07,0.5,1.0,3
fm-classic.csv,0.175,0.41500000000000004,0.095,0.87,1.0,13
hazelcast.csv,0.815,0.44999999999999996,0.65,0.325,0.5,10
jppf-project.csv,0.525,0.27,0.625,0.64,0.5,7
megasquirtavr.csv,0.755,0.405,0.775,0.43,0.5,8
mevenide.csv,0.165,0.45999999999999996,0.10500000000000001,0.67,1.0,12
mumble.csv,0.5549999999999999,0.44499999999999995,0.48,0.505,1.0,9
mycila.csv,0.32999999999999996,0.405,0.275,0.725,2.0,5
opengs.csv,0.615,0.51,0.36,0.515,1.5,11
openintents.csv,0.625,0.48,0.745,0.445,1.0,4
tweetsharp.csv,0.43,0.425,0.43,0.62,2.0,2
xharbour.csv,0.88,0.42,0.6950000000000001,0.385,2.0,1
