,xharbour.csv,barracudamvc.csv,megasquirtavr.csv,openintents.csv,atomsite.csv,arsenal-1.csv,hazelcast.csv,alembik.csv,opengs.csv,fm-classic.csv,mycila.csv,bulmages.csv,jppf-project.csv,mumble.csv,bionote.csv,mevenide.csv,duplicati.csv,tweetsharp.csv
alembik.csv,0.7,0.48,0.32,0.38,0.5,0.07,0.75,0.71,0.32,0.17,0.1,0.37,0.45,0.55,0.36,0.21,0.37,0.45
arsenal-1.csv,0.2,0.72,0.15,0.2,0.08,0.69,0.07,0.08,0.11,0.11,0.11,0.17,0.59,0.18,0.22,0.52,0.1,0.13
atomsite.csv,0.89,0.91,0.35,0.57,0.54,0.63,0.84,0.65,0.57,0.09,0.3,0.36,0.85,0.52,0.26,0.4,0.9,0.68
barracudamvc.csv,0.73,0.86,0.28,0.58,0.49,0.62,0.91,0.54,0.58,0.0,0.32,0.34,0.8,0.44,0.21,0.25,0.97,0.86
bionote.csv,0.83,0.79,0.32,0.42,0.24,0.5,0.49,0.27,0.07,0.08,0.37,0.38,0.66,0.39,0.62,0.29,0.22,0.45
bulmages.csv,0.0,0.57,0.29,0.08,0.16,0.0,0.04,0.08,0.0,0.0,0.0,0.47,0.02,0.45,0.0,0.36,0.1,0.4
fm-classic.csv,0.02,0.27,0.34,0.24,0.0,0.29,0.38,0.21,0.0,0.5,0.22,0.2,0.33,0.07,0.35,0.52,0.13,0.16
hazelcast.csv,0.76,0.87,0.55,0.58,0.48,0.62,0.97,0.65,0.5,0.09,0.3,0.35,0.89,0.55,0.29,0.44,0.92,0.72
jppf-project.csv,0.59,0.64,0.32,0.52,0.26,0.63,0.76,0.27,0.16,0.2,0.27,0.25,0.84,0.22,0.16,0.42,0.24,0.51
megasquirtavr.csv,0.9,0.72,0.54,0.59,0.33,0.62,0.82,0.46,0.52,0.04,0.29,0.37,0.8,0.43,0.15,0.41,0.62,0.68
mevenide.csv,0.55,0.75,0.38,0.38,0.14,0.26,0.07,0.23,0.0,0.14,0.0,0.15,0.5,0.19,0.27,0.63,0.16,0.17
mumble.csv,0.79,0.77,0.36,0.59,0.44,0.44,0.82,0.2,0.49,0.0,0.56,0.36,0.67,0.7,0.16,0.18,0.67,0.44
mycila.csv,0.66,0.45,0.41,0.31,0.25,0.44,0.51,0.07,0.5,0.0,0.59,0.26,0.16,0.26,0.11,0.11,0.78,0.61
opengs.csv,0.81,0.7,0.36,0.25,0.53,0.54,0.55,0.67,0.69,0.08,0.33,0.41,0.14,0.55,0.26,0.12,0.89,0.61
openintents.csv,0.63,0.48,0.26,0.63,0.41,0.61,0.67,0.66,0.53,0.11,0.09,0.17,0.67,0.2,0.23,0.36,0.82,0.62
tweetsharp.csv,0.31,0.49,0.3,0.43,0.38,0.64,0.53,0.56,0.6,0.17,0.32,0.33,0.17,0.49,0.2,0.19,0.76,0.82
xharbour.csv,0.86,0.87,0.44,0.56,0.51,0.64,0.76,0.6,0.59,0.11,0.32,0.34,0.58,0.46,0.36,0.4,0.99,0.79
