,plearn.csv,pclasses.csv,re2c.csv,tzod.csv,psrchive.csv,liferea.csv,atlc.csv,theresa.csv,aubit4gl.csv,pfaedit.csv,opensim4opencog.csv,jmol.csv,yaprm.csv,tktoolkit.csv,moving-pictures.csv,miranda-icq.csv,ipfilter.csv,zemljanka.csv,rockbox.csv
atlc.csv,0.36,0.26,0.18,0.39,0.25,0.37,0.86,0.1,0.59,0.64,0.23,0.7,0.42,0.2,0.33,0.44,0.61,0.62,0.57
aubit4gl.csv,0.29,0.27,0.33,0.33,0.38,0.12,0.09,0.0,0.68,0.33,0.05,0.22,0.52,0.14,0.29,0.12,0.19,0.15,0.17
ipfilter.csv,0.42,0.26,0.19,0.35,0.25,0.32,0.48,0.08,0.68,0.71,0.28,0.79,0.63,0.22,0.59,0.44,0.96,0.79,0.45
jmol.csv,0.44,0.31,0.19,0.5,0.27,0.5,0.67,0.11,0.56,0.76,0.24,0.8,0.65,0.2,0.58,0.41,0.83,0.79,0.63
liferea.csv,0.48,0.35,0.07,0.53,0.34,0.56,0.52,0.11,0.24,0.52,0.3,0.73,0.58,0.15,0.34,0.44,0.61,0.52,0.33
miranda-icq.csv,0.41,0.29,0.25,0.44,0.42,0.43,0.75,0.14,0.0,0.5,0.2,0.22,0.44,0.07,0.53,0.5,0.64,0.0,0.25
moving-pictures.csv,0.47,0.42,0.18,0.56,0.28,0.2,0.0,0.27,0.44,0.76,0.26,0.69,0.63,0.08,0.65,0.36,0.59,0.27,0.65
opensim4opencog.csv,0.49,0.49,0.1,0.57,0.36,0.45,0.36,0.17,0.63,0.78,0.31,0.76,0.66,0.18,0.52,0.38,0.59,0.6,0.62
pclasses.csv,0.5,0.59,0.0,0.39,0.18,0.12,0.05,0.0,0.13,0.15,0.23,0.44,0.16,0.08,0.4,0.0,0.17,0.04,0.55
pfaedit.csv,0.45,0.23,0.24,0.54,0.32,0.34,0.18,0.12,0.64,0.8,0.29,0.75,0.67,0.25,0.4,0.13,0.2,0.38,0.47
plearn.csv,0.55,0.38,0.18,0.4,0.33,0.24,0.05,0.06,0.04,0.15,0.2,0.63,0.58,0.0,0.46,0.0,0.76,0.07,0.36
psrchive.csv,0.47,0.24,0.59,0.37,0.52,0.36,0.61,0.11,0.68,0.46,0.19,0.27,0.52,0.22,0.54,0.41,0.67,0.75,0.37
re2c.csv,0.35,0.19,0.92,0.39,0.26,0.31,0.37,0.22,0.58,0.26,0.13,0.22,0.47,0.0,0.56,0.24,0.39,0.57,0.25
rockbox.csv,0.29,0.0,0.0,0.55,0.39,0.36,0.05,0.18,0.56,0.46,0.29,0.62,0.54,0.27,0.51,0.39,0.42,0.57,0.7
theresa.csv,0.53,0.13,0.15,0.55,0.41,0.46,0.37,0.33,0.55,0.73,0.21,0.63,0.52,0.23,0.48,0.3,0.55,0.61,0.5
tktoolkit.csv,0.22,0.23,0.32,0.38,0.28,0.29,0.14,0.2,0.6,0.74,0.21,0.79,0.51,0.42,0.68,0.28,0.75,0.75,0.58
tzod.csv,0.47,0.15,0.19,0.58,0.3,0.35,0.71,0.27,0.66,0.71,0.26,0.8,0.56,0.21,0.06,0.39,0.73,0.82,0.32
yaprm.csv,0.5,0.22,0.11,0.46,0.32,0.12,0.0,0.25,0.57,0.63,0.29,0.5,0.68,0.26,0.33,0.17,0.23,0.48,0.3
zemljanka.csv,0.46,0.33,0.2,0.56,0.28,0.3,0.71,0.18,0.7,0.74,0.23,0.79,0.68,0.2,0.56,0.32,0.57,0.89,0.49
