,agilitybook.csv,apolloplayer.csv,nug.csv,gotjava.csv,utgb.csv,redshell.csv,k3d.csv,red5.csv,ppcboot.csv,owlapi.csv,irrlicht.csv,xreal.csv,auber.csv
agilitybook.csv,0.33,0.12,0.41,0.0,0.24,0.27,0.17,0.27,0.49,0.31,0.5,0.0,0.35
apolloplayer.csv,0.15,0.57,0.33,0.01,0.6,0.62,0.31,0.64,0.67,0.26,0.69,0.07,0.67
auber.csv,0.19,0.37,0.23,0.0,0.65,0.91,0.25,0.59,0.68,0.22,0.78,0.05,0.79
irrlicht.csv,0.24,0.38,0.49,0.0,0.69,0.98,0.26,0.75,0.69,0.28,0.77,0.04,0.71
k3d.csv,0.21,0.21,0.38,0.06,0.5,0.18,0.57,0.61,0.66,0.19,0.29,0.07,0.5
nug.csv,0.24,0.27,0.68,0.01,0.59,0.19,0.33,0.66,0.55,0.24,0.64,0.0,0.58
owlapi.csv,0.32,0.19,0.42,0.03,0.46,0.52,0.16,0.28,0.63,0.53,0.57,0.0,0.37
ppcboot.csv,0.23,0.39,0.49,0.0,0.7,0.92,0.24,0.66,0.64,0.28,0.87,0.05,0.73
red5.csv,0.25,0.41,0.54,0.02,0.68,0.69,0.26,0.71,0.7,0.41,0.82,0.06,0.68
redshell.csv,0.11,0.25,0.28,0.0,0.6,0.87,0.25,0.49,0.66,0.19,0.62,0.05,0.54
utgb.csv,0.18,0.29,0.09,0.0,0.74,0.43,0.16,0.36,0.27,0.07,0.49,0.24,0.37
xreal.csv,0.08,0.13,0.08,0.0,0.49,0.37,0.18,0.5,0.25,0.05,0.31,0.77,0.03
