,recall,precision,pf,pci_20,ifa,wins
blogentis.csv,0.61,0.26,0.49,0.46,3.0,8
checker-framework.csv,0.89,0.24,0.91,0.4,3.0,2
cme.csv,0.0,0.0,0.0,0.0,79.0,0
ctrlr.csv,0.2,0.18,0.3,0.83,5.0,7
fontforge.csv,0.78,0.23,0.72,0.41,3.0,3
gusanos.csv,0.64,0.33,0.35,0.42,1.0,13
jvcl.csv,0.31,0.32,0.18,0.75,3.0,15
kwave.csv,0.86,0.25,0.76,0.38,6.0,4
liferea.csv,0.45,0.31,0.33,0.59,1.0,12
lockss.csv,0.5,0.32,0.32,0.46,2.0,9
magicwars.csv,1.0,0.23,0.96,0.38,4.0,1
psrchive.csv,0.38,0.38,0.21,0.68,2.0,16
pydev.csv,0.43,0.27,0.27,0.62,4.0,11
sarasvati.csv,0.47,0.31,0.38,0.57,3.0,10
stuproa-cims.csv,0.55,0.36,0.28,0.44,4.0,14
thout.csv,0.85,0.24,0.79,0.44,2.0,5
zact.csv,0.19,0.15,0.29,0.81,4.0,6
