,f1,g,recall,precision,pf,wins
blogentis.csv,0.37,0.42,0.61,0.26,0.49,7
checker-framework.csv,0.36,0.33,0.89,0.24,0.91,4
cme.csv,0.0,0.0,0.0,0.0,0.0,0
ctrlr.csv,0.18,0.23,0.2,0.18,0.3,2
fontforge.csv,0.38,0.57,0.78,0.23,0.72,9
gusanos.csv,0.39,0.63,0.64,0.33,0.35,16
jvcl.csv,0.33,0.35,0.31,0.32,0.18,6
kwave.csv,0.37,0.53,0.86,0.25,0.76,11
liferea.csv,0.33,0.48,0.45,0.31,0.33,10
lockss.csv,0.37,0.5,0.5,0.32,0.32,14
magicwars.csv,0.37,0.17,1.0,0.23,0.96,3
psrchive.csv,0.29,0.43,0.38,0.38,0.21,13
pydev.csv,0.34,0.46,0.43,0.27,0.27,8
sarasvati.csv,0.36,0.5,0.47,0.31,0.38,12
stuproa-cims.csv,0.4,0.47,0.55,0.36,0.28,15
thout.csv,0.39,0.43,0.85,0.24,0.79,5
zact.csv,0.15,0.22,0.19,0.15,0.29,1
