,kvs.csv,fltk.csv,phet.csv,blue-c.csv,voms.csv,jbasic.csv,apertium.csv,smarttag.csv,vrjuggler.csv,sumatrapdf.csv,monetdb.csv,wheat.csv,repositorium.csv,projecteqemu.csv,free-evolution.csv,icescrum.csv,factor.csv
apertium.csv,0.4,0.07,0.51,0.13,0.33,0.86,0.84,0.21,1.0,0.48,0.38,0.39,0.27,0.17,0.24,0.89,0.05
blue-c.csv,0.3,0.91,0.64,0.87,0.33,0.89,0.76,0.93,0.12,0.71,0.87,0.32,0.55,0.94,0.64,0.74,0.85
factor.csv,0.1,0.4,0.1,0.33,0.22,0.02,0.12,0.71,0.0,0.26,0.53,0.61,0.36,0.08,0.42,0.47,0.93
fltk.csv,0.2,0.61,0.7,0.73,0.33,0.46,0.96,1.0,0.06,0.65,0.66,0.21,0.36,0.94,0.55,0.74,0.8
free-evolution.csv,0.25,0.18,0.48,0.27,0.0,0.13,0.28,0.86,0.12,0.97,0.57,0.71,0.55,0.42,0.58,0.58,0.2
icescrum.csv,0.55,0.39,0.25,0.5,0.22,0.73,0.72,0.79,0.56,0.29,0.55,0.39,0.0,0.64,0.39,0.79,0.73
jbasic.csv,0.55,0.81,0.99,0.67,0.33,0.79,0.96,0.43,0.81,0.97,0.7,0.11,0.0,0.97,0.58,0.89,0.56
kvs.csv,0.7,0.15,0.55,0.03,0.56,0.97,0.76,0.07,0.94,0.71,0.45,0.25,0.36,0.39,0.15,0.74,0.05
monetdb.csv,0.0,0.13,0.13,0.6,0.11,0.13,0.6,0.71,0.19,0.39,0.66,0.32,0.36,0.61,0.33,0.58,0.37
phet.csv,0.85,0.1,0.59,0.53,0.78,0.57,0.52,0.07,0.88,0.35,0.28,0.68,0.64,0.14,0.58,0.21,0.41
projecteqemu.csv,0.1,0.51,0.2,0.43,0.0,0.71,0.8,0.64,0.12,0.68,0.6,0.14,0.0,0.78,0.39,0.74,0.05
repositorium.csv,0.75,0.33,0.16,0.0,0.56,0.02,0.0,0.0,0.0,0.03,0.21,0.46,0.73,0.06,0.3,0.16,0.05
smarttag.csv,0.6,0.79,0.78,0.8,1.0,0.16,0.68,0.71,0.06,0.35,0.55,0.11,0.18,0.97,0.55,0.89,0.98
sumatrapdf.csv,0.8,0.96,0.84,0.97,0.67,0.84,0.96,1.0,0.38,0.81,0.96,0.71,0.91,1.0,0.88,1.0,1.0
voms.csv,0.2,0.97,0.62,0.3,0.89,0.43,0.64,0.64,0.12,0.71,0.72,0.18,0.36,0.81,0.36,0.74,0.39
vrjuggler.csv,0.35,0.39,0.77,0.17,0.0,0.37,0.32,0.0,0.62,0.1,0.13,0.14,0.36,0.28,0.21,0.05,0.85
wheat.csv,0.5,0.17,0.23,0.6,0.11,0.08,0.4,0.21,0.12,0.39,0.62,0.71,0.18,0.25,0.52,0.68,0.1
