,mpqc.csv,haggle.csv,jgnash.csv,java-gnome.csv,panda3d.csv,jrdf.csv,geotools.csv,gephex.csv,tencompetence.csv,codesmith.csv
codesmith.csv,0.96,0.64,0.7,0.56,0.7,0.71,0.88,0.37,0.94,0.51
geotools.csv,0.45,0.5,0.35,0.54,0.48,0.52,0.5,0.34,0.49,0.43
gephex.csv,0.96,0.55,0.44,0.38,0.56,0.4,0.42,0.55,0.47,0.41
haggle.csv,0.5,0.4,0.81,0.67,0.75,0.58,0.67,0.36,0.62,0.8
java-gnome.csv,0.85,0.8,0.81,0.44,0.82,0.52,0.49,0.66,0.47,0.45
jgnash.csv,0.46,0.39,0.6,0.38,0.47,0.46,0.46,0.37,0.46,0.36
jrdf.csv,0.95,0.93,0.43,0.41,0.66,0.58,0.5,0.88,0.61,0.57
mpqc.csv,0.98,0.96,0.98,0.91,0.98,0.96,0.99,0.7,0.85,0.67
panda3d.csv,0.61,0.65,0.97,0.88,0.65,0.62,0.65,0.5,0.77,0.83
tencompetence.csv,0.97,0.85,0.69,0.45,0.65,0.37,0.6,0.91,0.67,0.8
