,kmatplot.csv,firebird.csv,popeye-chess.csv,cities3d.csv,mscore.csv,openmalaria.csv,riff-evolve.csv
cities3d.csv,0.28,0.73,0.0,0.19,0.76,0.67,0.62
firebird.csv,0.19,0.67,0.67,0.15,0.83,0.71,0.67
kmatplot.csv,0.42,0.62,1.0,0.13,0.68,0.65,0.56
mscore.csv,0.22,0.56,0.66,0.16,0.81,0.53,0.56
openmalaria.csv,0.26,0.57,0.84,0.16,0.68,0.78,0.55
popeye-chess.csv,0.34,0.64,0.67,0.13,0.81,0.62,0.64
riff-evolve.csv,0.3,0.7,0.71,0.19,0.85,0.71,0.73
