,awemud.csv,tzod.csv,freebios.csv,k3b.csv,quarkplusplus.csv,powerfolder.csv,loki-lib.csv
awemud.csv,0.48,0.61,0.82,0.55,0.69,0.56,0.55
freebios.csv,0.73,0.93,0.36,0.77,0.89,1.13,0.73
k3b.csv,0.94,0.91,0.78,0.48,0.82,0.7,0.89
loki-lib.csv,0.62,0.52,0.85,0.64,0.54,0.62,0.42
powerfolder.csv,0.61,0.77,0.96,0.51,0.65,0.09,0.81
quarkplusplus.csv,0.77,0.74,1.0,0.69,0.49,0.31,0.71
tzod.csv,0.83,0.39,0.72,0.77,0.95,1.04,0.77
