,flylinkdc.csv,xbrlapi.csv,vdsf.csv,nuttx.csv,maidsafe-dht.csv,dvt.csv,ldview.csv,red5.csv,ctrlr.csv,ipfire-wall.csv,gnome-jabber.csv,jruby.csv,oorexx.csv,fulguro.csv
ctrlr.csv,0.81,0.68,1.0,0.91,0.94,0.77,0.8,0.91,0.33,0.94,0.64,0.86,0.94,0.68
dvt.csv,0.58,0.85,0.94,0.98,0.82,0.43,0.88,0.95,0.63,0.64,0.6,0.73,0.92,0.87
flylinkdc.csv,0.36,0.79,0.98,0.85,0.6,0.92,0.72,0.92,0.83,0.47,0.75,1.0,1.0,0.8
fulguro.csv,0.84,0.61,0.78,0.82,0.68,0.84,0.56,0.86,0.73,0.77,0.81,0.86,0.81,0.6
gnome-jabber.csv,0.73,0.74,0.74,0.8,0.68,0.56,0.64,0.7,0.87,0.67,0.42,0.7,0.79,0.78
ipfire-wall.csv,0.61,0.67,0.71,0.87,0.47,0.76,0.96,0.95,0.95,0.31,0.92,0.53,0.8,0.48
jruby.csv,1.0,0.82,1.0,1.0,0.79,0.8,1.0,0.63,1.0,1.0,1.0,0.69,0.89,1.0
ldview.csv,0.92,0.8,0.57,0.87,0.85,0.7,0.36,0.75,1.01,0.84,0.77,0.79,0.88,0.62
maidsafe-dht.csv,0.71,0.81,0.52,0.91,0.3,0.71,0.72,0.9,1.01,0.49,0.46,0.83,0.59,1.0
nuttx.csv,0.55,0.83,0.97,0.52,0.67,0.97,0.72,0.85,0.72,0.78,0.74,0.79,0.63,0.93
oorexx.csv,0.73,0.89,1.0,1.0,0.52,0.98,0.62,1.0,1.0,0.9,1.0,0.95,0.41,0.66
red5.csv,0.76,0.91,0.79,0.58,0.73,0.72,0.9,0.47,0.86,0.85,1.0,0.74,0.65,1.0
vdsf.csv,0.81,0.73,0.64,1.01,0.88,0.83,0.61,1.01,0.88,0.86,0.8,0.95,0.93,0.72
xbrlapi.csv,0.9,0.47,0.99,0.97,0.72,0.86,0.95,0.86,0.84,0.59,1.0,0.95,0.73,0.5
