,flylinkdc.csv,xbrlapi.csv,vdsf.csv,nuttx.csv,maidsafe-dht.csv,dvt.csv,ldview.csv,red5.csv,ctrlr.csv,ipfire-wall.csv,gnome-jabber.csv,jruby.csv,oorexx.csv,fulguro.csv
ctrlr.csv,0.27,0.4,0.0,0.09,0.07,0.24,0.24,0.09,0.81,0.11,0.36,0.17,0.08,0.55
dvt.csv,0.76,0.26,0.92,0.02,0.29,0.67,0.33,0.05,0.52,0.61,0.43,0.4,0.11,0.27
flylinkdc.csv,0.73,0.83,0.92,0.78,0.93,0.88,0.33,0.79,0.52,0.72,0.37,0.98,0.94,0.91
fulguro.csv,0.65,0.74,0.54,0.34,0.57,0.5,0.52,0.67,0.48,0.33,0.86,0.15,0.72,0.45
gnome-jabber.csv,0.76,0.76,0.32,0.23,0.57,0.81,0.52,0.53,0.29,0.83,0.63,0.35,0.78,0.55
ipfire-wall.csv,0.49,0.5,0.35,0.32,0.79,0.26,0.05,0.84,0.1,0.78,0.08,0.54,0.25,0.64
jruby.csv,0.97,0.67,1.0,1.0,0.21,0.24,0.0,0.56,0.0,0.0,1.0,0.72,0.89,0.0
ldview.csv,0.89,0.48,0.49,0.39,1.0,0.43,0.76,0.49,0.0,1.0,0.23,0.24,0.92,0.82
maidsafe-dht.csv,0.32,0.24,0.65,0.67,0.86,0.36,0.29,0.88,0.29,0.83,0.77,0.61,0.5,0.0
nuttx.csv,0.49,0.19,0.03,0.75,0.36,0.05,0.43,0.19,0.29,0.33,0.26,0.3,0.39,0.09
oorexx.csv,0.76,0.12,0.0,0.0,0.71,0.02,0.76,0.0,0.0,0.44,0.0,0.05,0.69,0.45
red5.csv,0.95,0.86,0.39,0.73,0.79,0.83,0.9,0.65,1.0,0.89,1.0,0.53,0.75,1.0
vdsf.csv,0.76,0.88,0.37,0.66,0.79,0.76,0.71,0.86,0.67,1.0,0.98,0.88,0.89,0.82
xbrlapi.csv,0.11,0.71,0.01,0.04,0.36,0.29,0.05,0.77,0.19,0.44,0.0,0.05,0.39,0.55
