,capcode.csv,lmms.csv,linuxsh.csv,mcmc-jags.csv,scite-ru.csv,bl-toolkit.csv,nicepress.csv,sbml.csv,gpac.csv,mbse.csv,gebr.csv,gretl.csv,kowari.csv,libtorrent.csv,modellus.csv,kindb.csv,lufa-lib.csv,bibletime.csv,mplayer-ce.csv,miranda.csv
bibletime.csv,0.7,0.6,0.85,0.26,0.6,0.55,0.28,0.59,0.98,1.0,0.16,0.77,0.81,0.5,0.29,1.0,0.97,0.21,0.99,0.92
bl-toolkit.csv,0.73,0.84,1.0,1.0,0.9,0.23,0.9,0.78,0.7,1.0,1.0,1.0,0.45,0.67,0.69,1.0,1.0,0.86,1.0,0.9
capcode.csv,0.27,0.4,0.27,0.02,0.35,0.59,0.17,0.16,0.17,0.03,0.34,0.03,0.54,0.06,0.44,0.0,0.0,0.21,0.17,0.32
gebr.csv,0.7,0.75,0.96,0.98,0.67,0.5,0.99,0.78,0.81,1.0,0.11,0.53,0.9,1.0,0.99,0.94,0.96,0.79,0.95,0.95
gpac.csv,0.79,0.79,1.0,1.0,0.48,0.23,0.77,0.91,0.3,0.27,0.74,0.4,0.88,0.56,0.86,1.0,0.99,0.79,0.02,0.7
gretl.csv,0.59,0.48,0.47,0.48,0.58,0.68,0.46,0.19,0.81,0.54,0.29,0.3,0.62,0.28,0.79,0.12,0.31,0.5,0.94,0.71
kindb.csv,0.48,0.32,0.0,0.12,0.13,0.18,0.14,0.22,0.21,0.03,0.0,0.03,0.5,0.17,0.22,0.12,0.0,0.0,0.16,0.65
kowari.csv,0.55,0.41,0.24,0.38,0.92,0.05,0.32,0.53,0.06,0.01,0.16,0.33,0.24,0.67,0.43,0.62,0.39,0.36,0.0,0.4
libtorrent.csv,0.87,0.53,0.95,0.52,0.81,0.18,0.38,0.59,0.79,0.94,0.34,0.53,0.65,0.33,0.63,0.5,0.93,0.43,0.88,0.7
linuxsh.csv,0.17,0.22,0.2,0.07,0.06,0.55,0.42,0.09,0.7,0.69,0.13,0.07,0.05,0.11,0.57,0.0,0.02,0.29,0.51,0.34
lmms.csv,0.63,0.37,0.58,0.05,0.56,0.27,0.26,0.22,0.72,0.53,0.03,0.5,0.47,0.28,0.16,0.25,0.94,0.07,0.37,0.3
lufa-lib.csv,0.44,0.38,0.64,0.52,0.35,0.5,0.84,0.94,0.45,0.28,0.55,0.67,0.24,0.39,0.93,0.31,0.35,0.36,0.4,0.57
mbse.csv,0.34,0.26,0.27,0.43,0.63,0.05,0.22,0.47,0.28,0.31,0.24,0.33,0.42,0.44,0.21,0.56,0.73,0.29,0.4,0.5
mcmc-jags.csv,0.97,0.73,0.82,0.14,0.29,1.0,0.7,0.81,0.98,0.98,0.34,0.6,0.97,0.67,0.71,0.5,0.22,0.71,0.76,0.72
miranda.csv,0.37,0.32,0.15,0.14,0.02,0.0,0.32,0.53,0.09,0.15,0.0,0.23,0.21,0.67,0.05,1.0,0.09,0.29,0.13,0.42
modellus.csv,0.25,0.22,0.47,0.0,0.0,0.18,0.41,0.16,0.26,0.83,0.08,0.2,0.21,0.06,0.2,0.25,0.43,0.36,0.96,0.82
mplayer-ce.csv,0.75,0.59,0.27,0.57,0.63,0.41,0.43,0.47,0.4,0.2,0.05,0.13,0.81,0.33,0.76,0.94,0.29,0.64,0.33,0.36
nicepress.csv,0.44,0.38,0.75,1.0,0.13,0.18,0.17,0.56,0.91,0.99,0.71,0.87,0.53,0.28,0.49,0.94,0.49,0.21,0.97,0.81
sbml.csv,0.61,0.48,1.0,0.55,0.6,0.41,0.45,0.25,0.85,0.9,0.08,0.5,0.77,0.33,0.63,0.69,1.0,0.43,0.82,0.59
scite-ru.csv,1.0,0.81,0.64,0.19,0.27,1.0,0.72,0.59,1.0,1.0,0.58,0.27,1.0,0.67,0.73,0.12,0.41,0.64,1.0,0.87
