,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,galaxium.csv,runuomondains.csv,somap.csv,ondex.csv,tigermud.csv,ninject.csv,hydrate.csv
algebsql.csv,0.93,0.88,0.67,0.58,0.86,0.78,0.17,0.99,0.8,0.87,0.97,0.94,0.86,0.89,1.02,0.85
galaxium.csv,0.52,0.63,0.65,0.99,0.53,1.22,0.69,0.95,0.61,0.29,0.55,0.37,0.8,0.93,0.65,0.64
hydrate.csv,0.65,0.75,0.58,0.92,0.78,0.95,0.88,0.97,0.67,0.55,0.82,0.91,0.81,0.68,0.63,0.4
ivef-sdk.csv,0.72,0.56,0.64,0.7,0.82,0.0,1.06,1.0,0.8,0.87,1.0,1.09,0.7,0.84,1.0,1.0
jmri.csv,0.61,0.74,0.51,0.95,0.97,0.43,0.75,0.42,0.5,0.8,0.55,0.77,0.69,0.86,0.8,0.76
jython.csv,0.45,0.73,0.78,0.81,0.91,0.8,0.97,0.19,0.6,0.65,0.81,0.73,0.62,0.83,0.51,0.86
kdenlive.csv,0.43,0.5,0.63,1.03,0.85,1.14,0.86,0.98,0.38,0.71,0.59,0.57,0.58,0.74,0.64,0.61
ninject.csv,0.94,0.9,0.74,0.89,0.82,0.92,0.64,1.08,0.97,0.74,0.6,0.66,0.93,0.61,0.13,0.54
ondex.csv,0.57,0.7,0.57,0.55,0.89,0.98,0.88,0.87,0.6,0.83,0.46,0.74,0.52,0.9,0.64,0.82
opentibia.csv,0.7,0.32,0.64,0.67,0.71,0.94,0.78,1.01,0.87,0.73,0.7,0.67,0.77,0.96,0.63,0.79
runuomondains.csv,0.54,0.69,0.57,0.98,0.89,1.04,0.85,0.22,0.45,0.63,0.32,0.65,0.71,0.92,0.61,0.69
somap.csv,0.93,0.93,0.8,0.85,0.79,1.12,0.79,1.0,1.0,0.91,0.94,0.18,0.91,0.95,0.82,1.0
taverna.csv,0.65,0.75,0.78,0.87,0.4,1.18,0.45,1.07,0.76,0.61,0.52,0.69,0.74,0.76,1.0,0.79
tigermud.csv,0.88,0.86,0.83,0.72,0.67,0.99,0.92,1.11,0.97,0.63,0.68,0.57,0.8,0.6,0.36,0.85
unbvision.csv,0.5,0.73,0.6,0.92,0.85,0.6,0.85,0.32,0.36,0.59,0.47,0.88,0.81,0.81,0.68,0.67
x-ray-mule.csv,0.88,0.76,0.74,0.39,0.68,0.94,0.84,0.91,0.97,1.01,1.01,0.68,0.75,0.68,0.88,0.95
