,net-snmp.csv,fontforge.csv,k3d.csv,patterntesting.csv,massiv.csv,t-2.csv,xreal.csv
fontforge.csv,0.09,0.79,0.09,0.75,0.05,0.56,0.17
k3d.csv,0.28,0.25,0.78,0.0,0.0,0.02,0.23
massiv.csv,0.0,0.0,0.2,0.46,0.99,0.12,0.0
net-snmp.csv,0.65,0.13,0.76,0.17,0.47,0.05,0.76
patterntesting.csv,0.17,0.0,0.24,0.72,0.28,0.13,0.0
t-2.csv,0.42,0.32,0.5,0.04,0.5,0.66,0.22
xreal.csv,0.12,0.53,0.4,0.04,0.0,0.05,1.0
