,net-snmp.csv,fontforge.csv,k3d.csv,patterntesting.csv,massiv.csv,t-2.csv,xreal.csv
fontforge.csv,0.98,0.28,0.98,0.5,0.99,0.64,0.96
k3d.csv,0.79,0.82,0.29,1.0,1.0,0.98,0.84
massiv.csv,1.0,1.0,0.83,0.67,0.03,0.97,1.0
net-snmp.csv,0.52,0.97,0.42,0.96,0.79,0.99,0.61
patterntesting.csv,0.96,1.0,0.94,0.36,0.95,0.97,1.0
t-2.csv,0.89,0.84,0.83,0.97,0.72,0.4,1.01
xreal.csv,0.91,0.69,0.78,0.99,1.02,0.97,0.01
