,empyrean.csv,amanda.csv,nutz.csv,impala.csv,multitude.csv,pi-qmc.csv
amanda.csv,0.8,0.79,0.25,0.13,0.65,0.41
empyrean.csv,0.85,0.0,0.0,0.0,0.0,0.62
impala.csv,0.69,0.37,0.1,0.24,0.6,0.4
multitude.csv,0.64,0.52,0.27,0.12,0.72,0.38
nutz.csv,0.6,0.39,0.57,0.1,0.48,0.28
pi-qmc.csv,0.63,0.53,0.4,0.1,0.54,0.61
