,empyrean.csv,amanda.csv,nutz.csv,impala.csv,multitude.csv,pi-qmc.csv
amanda.csv,0.55,0.73,0.48,0.52,0.63,0.72
empyrean.csv,0.7,0.0,0.0,0.0,0.0,0.27
impala.csv,0.5,0.39,0.13,0.59,0.48,0.64
multitude.csv,0.51,0.64,0.37,0.17,0.66,0.73
nutz.csv,0.47,0.45,0.77,0.39,0.28,0.27
pi-qmc.csv,0.48,0.55,0.64,0.5,0.53,0.78
