,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,runuomondains.csv,somap.csv,tigermud.csv
algebsql.csv,0.45,0.66,0.5,0.62,0.46,0.76,0.88,0.23,0.31,0.18,0.19,0.08,0.2
ivef-sdk.csv,0.76,0.74,0.6,0.81,0.45,1.0,0.26,0.17,0.42,0.59,0.0,0.66,0.2
jmri.csv,0.53,0.37,0.62,0.2,0.14,0.72,0.46,0.42,0.48,0.44,0.31,0.49,0.25
jython.csv,0.71,0.62,0.3,0.76,0.24,0.85,0.65,0.59,0.48,0.28,0.25,0.48,0.33
kdenlive.csv,0.78,0.73,0.5,0.46,0.46,0.56,0.39,0.23,0.51,0.49,0.28,0.74,0.58
opentibia.csv,0.49,0.88,0.46,0.44,0.41,0.06,0.63,0.33,0.06,0.05,0.21,0.36,0.74
projectfactory.csv,0.44,0.36,0.53,0.11,0.49,0.1,0.67,0.43,0.43,0.56,0.3,0.51,0.63
runuomondains.csv,0.57,0.5,0.59,0.15,0.19,0.19,0.34,0.5,0.55,0.5,0.5,0.53,0.39
somap.csv,0.75,0.89,0.57,0.78,0.53,0.51,0.62,0.22,0.38,0.56,0.2,0.91,0.77
taverna.csv,0.35,0.29,0.39,0.23,0.61,0.16,0.67,0.44,0.15,0.48,0.35,0.38,0.15
tigermud.csv,0.43,0.62,0.55,0.43,0.34,0.0,0.11,0.08,0.05,0.22,0.22,0.76,0.71
unbvision.csv,0.67,0.57,0.43,0.46,0.37,0.88,0.42,0.67,0.61,0.48,0.26,0.36,0.32
x-ray-mule.csv,0.2,0.23,0.14,0.82,0.39,0.0,0.0,0.09,0.3,0.51,0.0,0.53,0.4
