,zscreen.csv,popeye-chess.csv,ossbuild.csv,quarkplayer.csv,turbotrader-bos.csv,omseek.csv,kml.csv,virtuoso.csv,gdis.csv,biodwh.csv,genoviz.csv
biodwh.csv,0.15,0.02,0.17,0.65,0.37,0.46,0.0,0.04,0.0,0.0,0.29
gdis.csv,0.7,0.8,0.74,0.66,0.91,0.78,0.74,0.74,0.0,0.56,0.82
genoviz.csv,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
kml.csv,0.19,0.16,0.54,0.58,0.38,0.41,0.0,0.32,0.46,0.46,0.47
omseek.csv,0.04,0.0,0.47,0.05,0.31,0.0,0.44,0.13,0.15,0.37,0.36
ossbuild.csv,0.11,0.27,0.01,0.3,0.11,0.28,0.36,0.15,0.08,0.14,0.2
popeye-chess.csv,0.15,0.0,0.63,0.49,0.29,0.39,0.26,0.55,0.31,0.39,0.51
quarkplayer.csv,0.33,0.0,0.0,0.0,0.05,0.1,0.44,0.19,0.23,0.01,0.16
turbotrader-bos.csv,0.41,0.07,0.43,0.21,0.0,0.29,0.33,0.43,0.46,0.35,0.36
virtuoso.csv,0.48,0.0,0.98,0.3,0.86,0.28,0.03,0.0,0.0,0.69,0.58
zscreen.csv,0.04,0.55,0.35,0.42,0.29,0.57,0.05,0.7,0.38,0.28,0.58
