,zscreen.csv,popeye-chess.csv,ossbuild.csv,quarkplayer.csv,turbotrader-bos.csv,omseek.csv,kml.csv,virtuoso.csv,gdis.csv,biodwh.csv,genoviz.csv
biodwh.csv,0.31,0.0,0.08,0.13,0.42,0.24,0.64,0.15,0.1,1.0,0.29
gdis.csv,0.65,0.64,0.17,0.14,0.51,0.23,0.67,0.4,1.0,0.3,0.17
genoviz.csv,0.08,0.16,0.0,0.0,0.17,0.06,0.0,0.0,0.03,0.0,1.0
kml.csv,0.66,0.62,0.14,0.11,0.51,0.23,0.99,0.21,0.79,0.33,0.27
omseek.csv,0.38,0.0,0.09,0.1,0.35,0.94,0.29,0.33,0.61,0.27,0.32
ossbuild.csv,0.49,0.6,0.95,0.21,0.56,0.18,0.36,0.34,0.39,0.31,0.25
popeye-chess.csv,0.51,1.0,0.13,0.13,0.56,0.28,0.56,0.39,0.8,0.3,0.25
quarkplayer.csv,0.25,0.06,0.0,1.0,0.14,0.0,0.23,0.08,0.31,0.0,0.29
turbotrader-bos.csv,0.5,0.51,0.29,0.04,1.0,0.13,0.56,0.18,0.65,0.2,0.09
virtuoso.csv,0.63,0.11,0.22,0.1,0.37,0.26,0.05,0.89,0.22,0.18,0.23
zscreen.csv,0.98,0.7,0.12,0.19,0.63,0.23,0.45,0.4,0.84,0.22,0.23
