,zscreen.csv,popeye-chess.csv,ossbuild.csv,quarkplayer.csv,turbotrader-bos.csv,omseek.csv,kml.csv,virtuoso.csv,gdis.csv,biodwh.csv,genoviz.csv
biodwh.csv,0.2,0.0,0.09,0.73,0.46,0.64,0.47,0.1,0.05,1.0,0.6
gdis.csv,0.67,0.94,0.56,0.82,0.96,0.94,0.92,0.86,1.0,0.75,0.8
genoviz.csv,0.04,0.09,0.0,0.0,0.09,0.03,0.0,0.0,0.02,0.0,1.0
kml.csv,0.54,0.54,0.34,0.55,0.61,0.58,0.97,0.24,0.72,0.75,0.8
omseek.csv,0.24,0.0,0.19,0.09,0.35,0.88,0.25,0.29,0.46,0.5,0.8
ossbuild.csv,0.35,0.57,0.97,0.64,0.47,0.33,0.31,0.31,0.25,0.33,0.4
popeye-chess.csv,0.37,1.0,0.38,0.55,0.62,0.67,0.5,0.69,0.72,0.58,0.8
quarkplayer.csv,0.17,0.03,0.0,1.0,0.08,0.0,0.19,0.07,0.19,0.0,0.4
turbotrader-bos.csv,0.41,0.37,0.66,0.09,0.99,0.24,0.53,0.24,0.53,0.33,0.2
virtuoso.csv,0.59,0.06,0.94,0.27,0.62,0.48,0.03,0.81,0.12,0.5,0.8
zscreen.csv,0.98,0.91,0.22,0.73,0.72,0.73,0.31,0.83,0.79,0.33,0.8
