,zscreen.csv,popeye-chess.csv,ossbuild.csv,quarkplayer.csv,turbotrader-bos.csv,omseek.csv,kml.csv,virtuoso.csv,gdis.csv,biodwh.csv,genoviz.csv
biodwh.csv,0.0,78.0,0.0,2.0,18.0,29.0,0.0,1.0,0.0,0.0,9.0
gdis.csv,0.0,9.0,1.0,3.0,7.0,53.0,2.0,15.0,0.0,13.0,20.0
genoviz.csv,0.0,0.0,250.0,168.0,0.0,1.0,74.0,181.0,0.0,82.0,0.0
kml.csv,0.0,0.0,3.0,9.0,14.0,42.0,0.0,7.0,1.0,1.0,5.0
omseek.csv,0.0,78.0,1.0,1.0,5.0,0.0,10.0,2.0,0.0,7.0,8.0
ossbuild.csv,0.0,2.0,1.0,6.0,1.0,47.0,2.0,5.0,0.0,5.0,6.0
popeye-chess.csv,0.0,0.0,2.0,9.0,2.0,10.0,5.0,9.0,0.0,12.0,13.0
quarkplayer.csv,0.0,0.0,250.0,0.0,6.0,300.0,5.0,12.0,0.0,82.0,6.0
turbotrader-bos.csv,0.0,0.0,4.0,23.0,0.0,54.0,2.0,27.0,0.0,7.0,15.0
virtuoso.csv,0.0,0.0,5.0,19.0,7.0,25.0,1.0,0.0,0.0,17.0,19.0
zscreen.csv,0.0,8.0,1.0,6.0,1.0,48.0,1.0,10.0,0.0,10.0,14.0
