,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,hibernate.csv,emite.csv,geogebra.csv,uface.csv
boost-sandbox.csv,0.9,0.7,0.51,0.58,0.56,0.74,0.54,0.72,0.84,0.82,0.88,0.65,0.62
bscwweasel.csv,0.96,0.58,0.54,0.44,0.55,0.56,0.84,0.69,0.75,0.71,0.83,0.63,0.59
capcode.csv,0.97,0.82,0.95,0.8,0.61,0.43,0.72,0.74,0.54,0.67,0.79,0.67,0.56
emite.csv,0.72,0.86,0.61,0.69,0.63,0.97,0.99,0.86,0.87,0.8,0.48,0.8,0.86
geogebra.csv,0.96,0.53,0.58,0.59,0.61,0.61,0.96,0.66,0.45,0.6,0.94,0.4,0.41
hibernate.csv,0.73,0.79,0.72,0.88,0.65,0.55,0.74,0.66,0.76,0.55,0.76,0.5,0.65
lamp.csv,0.7,0.43,0.67,0.6,0.98,0.79,1.0,0.56,0.63,0.56,0.87,0.73,0.62
nodal.csv,0.99,0.93,0.51,0.69,0.88,0.55,0.99,0.91,0.42,0.7,0.91,0.71,0.44
retromenu.csv,0.86,0.6,0.55,0.73,0.25,0.6,0.79,0.89,0.79,0.82,0.64,0.56,0.79
smbopensoft.csv,0.27,0.98,0.95,0.85,0.91,0.57,0.67,0.77,0.53,0.76,0.8,0.73,0.38
stuproa-cims.csv,1.0,0.86,0.6,0.66,0.57,0.75,0.98,0.51,0.74,0.77,0.7,0.57,0.51
thout.csv,0.64,0.99,0.43,0.71,0.76,0.96,1.0,0.95,0.98,0.85,0.95,0.95,0.72
uface.csv,1.0,1.0,0.9,0.6,0.69,0.64,0.94,0.71,0.64,0.59,0.7,0.7,0.09
