,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,hibernate.csv,emite.csv,geogebra.csv,uface.csv
boost-sandbox.csv,0.12,0.57,0.6,0.62,0.64,0.56,0.65,0.51,0.48,0.5,0.4,0.52,0.56
bscwweasel.csv,0.05,0.53,0.58,0.63,0.55,0.54,0.35,0.47,0.3,0.34,0.22,0.43,0.47
capcode.csv,0.04,0.51,0.21,0.54,0.54,0.68,0.41,0.31,0.71,0.61,0.49,0.42,0.53
emite.csv,0.63,0.17,0.58,0.39,0.47,0.1,0.01,0.18,0.16,0.26,0.71,0.24,0.19
geogebra.csv,0.05,0.59,0.48,0.49,0.68,0.57,0.28,0.57,0.72,0.51,0.07,0.7,0.64
hibernate.csv,0.54,0.25,0.56,0.41,0.66,0.69,0.38,0.42,0.49,0.55,0.36,0.59,0.64
lamp.csv,0.37,0.66,0.39,0.56,0.09,0.52,0.0,0.51,0.61,0.65,0.19,0.62,0.67
nodal.csv,0.01,0.09,0.58,0.51,0.42,0.54,0.01,0.11,0.65,0.37,0.12,0.36,0.61
retromenu.csv,0.44,0.48,0.55,0.34,0.82,0.63,0.27,0.3,0.26,0.23,0.43,0.58,0.25
smbopensoft.csv,0.81,0.09,0.21,0.47,0.41,0.64,0.61,0.35,0.59,0.56,0.53,0.58,0.69
stuproa-cims.csv,0.0,0.17,0.47,0.4,0.66,0.29,0.02,0.56,0.48,0.27,0.36,0.52,0.73
thout.csv,0.61,0.05,0.66,0.35,0.52,0.17,0.0,0.2,0.09,0.47,0.21,0.26,0.59
uface.csv,0.0,0.0,0.37,0.71,0.69,0.67,0.29,0.57,0.58,0.64,0.61,0.65,0.94
