,rosegarden.csv,rsyslog.csv,gpac.csv,bacnet.csv,boost.csv,kftpgrabber.csv,netatalk.csv,openmsx.csv,doomlegacy.csv,xqilla.csv,bibletime.csv,open-ms.csv,xmoto.csv,sandiaportals.csv,nativeclient.csv
bacnet.csv,0.6,0.46,0.63,0.56,0.54,0.7,0.53,0.5,0.24,0.67,0.6,0.49,0.48,0.65,0.24
bibletime.csv,0.65,0.17,0.09,0.21,0.51,0.73,0.29,0.5,0.54,0.47,0.68,0.53,0.63,0.36,0.3
boost.csv,0.67,0.5,0.64,0.48,0.66,0.71,0.52,0.41,0.49,0.47,0.68,0.59,0.54,0.48,0.39
doomlegacy.csv,0.68,0.15,0.06,0.0,0.2,0.65,0.0,0.29,0.72,0.41,0.24,0.49,0.51,0.43,0.12
gpac.csv,0.19,0.18,0.66,0.3,0.51,0.41,0.0,0.48,0.23,0.7,0.18,0.52,0.63,0.23,0.17
kftpgrabber.csv,0.32,0.23,0.29,0.33,0.35,0.78,0.41,0.15,0.11,0.37,0.73,0.3,0.49,0.0,0.12
nativeclient.csv,0.66,0.73,0.38,0.58,0.49,0.6,0.63,0.27,0.55,0.36,0.6,0.61,0.69,0.62,0.66
netatalk.csv,0.64,0.43,0.51,0.48,0.42,0.58,0.66,0.51,0.62,0.56,0.65,0.6,0.59,0.51,0.53
open-ms.csv,0.64,0.27,0.13,0.25,0.32,0.48,0.55,0.14,0.66,0.6,0.37,0.48,0.6,0.47,0.28
openmsx.csv,0.2,0.46,0.0,0.24,0.07,0.49,0.24,0.56,0.57,0.38,0.49,0.09,0.09,0.24,0.2
rosegarden.csv,0.71,0.78,0.66,0.54,0.5,0.62,0.6,0.27,0.59,0.6,0.64,0.53,0.56,0.52,0.6
rsyslog.csv,0.74,0.75,0.25,0.13,0.58,0.65,0.53,0.38,0.59,0.36,0.73,0.5,0.62,0.72,0.68
sandiaportals.csv,0.63,0.62,0.58,0.58,0.54,0.6,0.62,0.49,0.3,0.69,0.72,0.58,0.66,0.79,0.55
xmoto.csv,0.64,0.63,0.42,0.13,0.24,0.6,0.0,0.39,0.36,0.0,0.67,0.57,0.69,0.0,0.36
xqilla.csv,0.49,0.05,0.27,0.3,0.06,0.31,0.33,0.13,0.5,0.99,0.17,0.38,0.22,0.22,0.17
