,f1,g,recall,precision,pf,wins
bacnet.csv,0.49,0.54,0.53,0.53,0.32,9
bibletime.csv,0.58,0.5,0.86,0.44,0.8,5
boost.csv,0.55,0.52,0.5,0.56,0.32,10
doomlegacy.csv,0.33,0.29,0.25,0.56,0.11,3
gpac.csv,0.3,0.3,0.37,0.44,0.34,2
kftpgrabber.csv,0.37,0.32,0.28,0.59,0.11,4
nativeclient.csv,0.55,0.6,0.6,0.53,0.32,12
netatalk.csv,0.5,0.56,0.6,0.5,0.5,7
open-ms.csv,0.38,0.47,0.43,0.54,0.17,6
openmsx.csv,0.26,0.24,0.33,0.41,0.37,0
rosegarden.csv,0.54,0.6,0.66,0.5,0.34,13
rsyslog.csv,0.53,0.59,0.75,0.49,0.4,14
sandiaportals.csv,0.5,0.6,0.67,0.48,0.42,11
xmoto.csv,0.47,0.39,0.57,0.62,0.32,8
xqilla.csv,0.28,0.27,0.23,0.36,0.26,1
