,jicarilla.csv,bacula.csv,pentahoanalysistool.csv,foursquared.csv,bdbbasic.csv,open-data-kit.csv,yafdotnet.csv,impala.csv,turbotrader-bos.csv,ultimairis.csv,tradelink.csv,wikipediardware.csv,ng4j.csv
bacula.csv,1321.5,297.0,98.5,98.5,98.5,198.0,98.5,198.0,99.0,99.0,293.0,95.5,646.5
bdbbasic.csv,1576.0,92.5,98.5,96.5,93.5,198.0,197.0,198.0,99.0,196.5,95.5,0.0,819.5
foursquared.csv,0.0,0.0,53.5,96.5,0.0,90.0,98.5,180.5,99.0,33.5,194.5,63.5,0.0
impala.csv,957.0,198.0,797.5,98.5,390.0,198.0,197.0,911.0,99.0,493.5,194.0,188.0,906.0
jicarilla.csv,447.0,148.5,610.5,240.0,93.0,99.0,367.0,0.0,1013.5,295.5,178.5,0.0,597.0
ng4j.csv,1058.0,586.0,98.5,98.5,98.5,97.5,99.0,2015.0,99.0,196.0,292.0,93.5,178.0
open-data-kit.csv,1527.5,96.5,98.5,98.5,98.5,191.0,99.0,198.0,99.0,99.0,293.0,95.5,271.5
pentahoanalysistool.csv,668.5,278.5,98.5,98.5,74.5,343.0,99.0,198.0,842.0,399.5,413.0,95.5,82.5
tradelink.csv,1228.0,99.0,98.5,98.5,175.0,198.0,99.0,198.0,99.0,94.5,292.0,85.5,553.0
turbotrader-bos.csv,627.5,197.5,98.5,98.5,77.5,97.5,99.0,2040.5,480.5,88.5,95.5,88.5,460.5
ultimairis.csv,1399.0,198.0,98.5,98.5,98.5,97.5,99.0,1358.5,197.5,295.0,292.0,95.5,358.0
wikipediardware.csv,1305.0,396.0,98.5,98.5,98.5,198.0,99.0,198.0,99.0,196.0,292.0,95.5,629.5
yafdotnet.csv,689.0,98.5,98.5,98.5,77.5,97.5,99.0,2105.5,99.0,94.5,194.5,95.5,628.5
