,x4x.csv,graphmak.csv,rectracker.csv,pdfedit.csv,wxlua.csv,jruby.csv
graphmak.csv,0.14,0.97,0.15,0.24,0.18,0.13
jruby.csv,0.59,0.15,0.44,0.17,0.17,1.0
pdfedit.csv,0.44,0.52,0.41,1.0,0.13,0.57
rectracker.csv,0.6,0.5,0.97,0.27,0.41,0.59
wxlua.csv,0.0,0.33,0.0,0.55,1.0,0.21
x4x.csv,1.0,0.45,0.17,0.33,0.62,0.37
