,x4x.csv,graphmak.csv,rectracker.csv,pdfedit.csv,wxlua.csv,jruby.csv
graphmak.csv,0.12,0.96,0.12,0.21,0.15,0.11
jruby.csv,0.57,0.12,0.39,0.14,0.14,1.0
pdfedit.csv,0.4,0.52,0.36,1.0,0.11,0.57
rectracker.csv,0.76,0.68,0.96,0.93,1.0,0.74
wxlua.csv,0.95,0.96,1.0,0.93,1.0,0.94
x4x.csv,1.0,0.88,0.93,1.0,0.98,0.89
