,ivatamasks.csv,mule.csv,adonthell.csv,libopenmetaverse.csv,decidr.csv,exist.csv,elynx.csv,runuomondains.csv
adonthell.csv,0.61,0.55,0.56,0.32,0.42,0.48,0.0,0.09
decidr.csv,0.71,0.68,0.57,0.47,0.73,0.72,0.76,0.13
exist.csv,0.63,0.52,0.51,0.53,0.71,0.79,0.21,0.51
ivatamasks.csv,0.73,0.69,0.65,0.49,0.71,0.62,0.65,0.51
libopenmetaverse.csv,0.0,0.0,0.09,0.62,0.0,0.52,0.47,0.29
mule.csv,0.41,0.67,0.06,0.53,0.18,0.62,0.0,0.45
runuomondains.csv,0.41,0.44,0.27,0.2,0.54,0.43,0.0,0.87
