,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv
bloodycore.csv,0.93,0.83,0.74,0.8,0.94,0.86,0.88
flylegacy.csv,0.36,0.62,0.43,0.44,0.46,0.43,0.38
jguard.csv,0.4,0.59,0.44,0.41,0.44,0.6,0.39
mob-sen-plat.csv,0.43,0.38,0.36,0.41,0.44,0.52,0.4
raygina.csv,0.44,0.0,0.38,0.36,0.66,0.48,0.79
upp-mirror.csv,0.67,0.8,0.33,0.56,0.36,0.76,0.55
wishmaster.csv,0.69,0.67,0.46,0.62,0.37,0.49,0.56
