,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv
bloodycore.csv,0.24,0.09,0.33,0.6,0.16,0.1,0.0
flylegacy.csv,0.88,0.3,0.6,0.61,0.56,0.87,0.79
jguard.csv,0.92,0.42,0.71,0.69,0.75,0.63,1.0
mob-sen-plat.csv,0.8,0.73,0.89,0.71,0.69,0.6,0.57
raygina.csv,0.76,0.0,0.79,0.83,0.28,0.3,0.29
upp-mirror.csv,0.32,0.09,0.71,0.56,0.69,0.4,0.21
wishmaster.csv,0.32,0.03,0.44,0.34,0.59,0.47,0.79
