,olap-navigator.csv,qgis.csv,phonon-vlc-mplayer.csv,gnupdate.csv,qse.csv,roller.csv,xpontus.csv,zoolib.csv,rebecca-aiml.csv,xapian.csv,linux-ntfs.csv
gnupdate.csv,0.0,0.0,13.0,0.0,2.0,0.0,117.0,8.0,24.0,0.0,0.0
linux-ntfs.csv,0.0,0.0,9.0,1.0,12.0,3.0,117.0,7.0,0.0,0.0,0.0
olap-navigator.csv,0.0,0.0,26.0,2.0,6.0,0.0,79.0,11.0,1.0,1.0,0.0
phonon-vlc-mplayer.csv,0.0,0.0,0.0,1.0,7.0,0.0,48.0,6.0,1.0,0.0,3.0
qgis.csv,0.0,0.0,0.0,0.0,7.0,0.0,45.0,3.0,0.0,1.0,1.0
qse.csv,0.0,8.0,2.0,2.0,0.0,1.0,34.0,3.0,4.0,1.0,1.0
rebecca-aiml.csv,1.0,0.0,0.0,0.0,6.0,10.0,117.0,17.0,0.0,0.0,0.0
roller.csv,0.0,0.0,7.0,0.0,5.0,0.0,117.0,5.0,0.0,11.0,0.0
xapian.csv,0.0,0.0,7.0,1.0,3.0,0.0,37.0,11.0,3.0,0.0,2.0
zoolib.csv,0.0,0.0,1.0,0.0,0.0,1.0,117.0,1.0,5.0,2.0,2.0
