,olap-navigator.csv,qgis.csv,phonon-vlc-mplayer.csv,gnupdate.csv,qse.csv,roller.csv,xpontus.csv,zoolib.csv,rebecca-aiml.csv,xapian.csv,linux-ntfs.csv
gnupdate.csv,0.44,0.72,0.41,0.0,0.34,0.16,0.22,0.68,0.28,0.43,0.48
linux-ntfs.csv,0.44,0.43,0.5,0.23,0.36,0.33,0.45,0.25,0.13,0.45,0.0
olap-navigator.csv,0.0,0.52,0.8,0.49,0.62,0.82,0.83,0.66,0.89,0.35,0.83
phonon-vlc-mplayer.csv,0.52,0.67,0.0,0.71,0.49,0.57,0.54,0.32,0.52,0.57,0.52
qgis.csv,0.04,0.01,0.21,0.1,0.26,0.45,0.51,0.3,0.17,0.39,0.34
qse.csv,0.41,0.33,0.11,0.26,0.0,0.29,0.44,0.23,0.3,0.12,0.28
rebecca-aiml.csv,0.41,0.42,0.06,0.02,0.32,0.31,0.34,0.45,0.0,0.5,0.24
roller.csv,0.19,0.56,0.26,0.24,0.43,0.0,0.51,0.38,0.76,0.55,0.55
xapian.csv,0.48,0.72,0.27,0.5,0.51,0.39,0.46,0.21,0.79,0.0,0.66
zoolib.csv,0.22,0.03,0.03,0.01,0.0,0.1,0.06,0.02,0.05,0.02,0.17
