,olap-navigator.csv,qgis.csv,phonon-vlc-mplayer.csv,gnupdate.csv,qse.csv,roller.csv,xpontus.csv,zoolib.csv,rebecca-aiml.csv,xapian.csv,linux-ntfs.csv
gnupdate.csv,0.52,0.48,0.7,0.95,0.54,0.54,0.69,0.57,0.68,0.64,0.44
linux-ntfs.csv,0.66,0.64,0.66,0.77,0.63,0.64,0.7,0.77,0.92,0.68,0.54
olap-navigator.csv,0.52,0.48,0.49,0.54,0.4,0.37,0.4,0.55,0.5,0.53,0.38
phonon-vlc-mplayer.csv,0.52,0.53,0.91,0.54,0.55,0.45,0.5,0.72,0.56,0.51,0.45
qgis.csv,0.77,0.55,0.65,0.7,0.56,0.52,0.52,0.66,0.68,0.49,0.48
qse.csv,0.55,0.6,0.84,0.59,0.52,0.46,0.5,0.78,0.56,0.71,0.48
rebecca-aiml.csv,0.62,0.67,0.95,0.83,0.74,0.53,0.62,0.72,0.66,0.55,0.6
roller.csv,0.5,0.6,0.72,0.77,0.57,0.44,0.47,0.78,0.55,0.52,0.63
xapian.csv,0.53,0.48,0.67,0.64,0.47,0.43,0.49,0.81,0.47,0.83,0.44
zoolib.csv,0.97,0.96,0.97,0.75,0.89,0.82,0.86,0.97,0.92,0.75,0.6
