,qgo.csv,firebird.csv,applet2app.csv,popeye-chess.csv,cities3d.csv,blue-c.csv,webdriver.csv,mscore.csv,yafdotnet.csv,nabu-library.csv,jparsec.csv,xined.csv,ns-3-dev-def-routing.csv,open-ms.csv,biodwh.csv,jcache.csv
applet2app.csv,0.65,0.45,0.96,0.42,0.42,0.38,0.55,0.48,0.54,0.46,0.61,0.44,0.2,0.49,0.61,0.48
biodwh.csv,0.54,0.28,0.21,0.2,0.19,0.0,0.24,0.17,0.1,0.07,0.05,0.0,0.26,0.12,0.86,0.18
blue-c.csv,0.56,0.64,0.47,0.66,0.74,1.0,0.64,0.62,0.55,0.36,0.26,0.6,0.66,0.54,0.28,0.76
cities3d.csv,0.31,0.39,0.48,0.07,0.88,0.09,0.44,0.23,0.43,0.38,0.4,0.35,0.4,0.35,0.49,0.34
firebird.csv,0.51,0.98,0.59,0.74,0.7,0.35,0.63,0.58,0.61,0.46,0.41,0.38,0.61,0.55,0.75,0.57
jcache.csv,0.12,0.55,0.31,0.17,0.22,0.3,0.26,0.35,0.48,0.16,0.4,0.64,0.19,0.32,0.54,0.97
jparsec.csv,0.7,0.58,0.6,0.66,0.78,0.45,0.65,0.63,0.66,0.43,0.97,0.65,0.6,0.57,0.58,0.74
mscore.csv,0.64,0.56,0.64,0.68,0.64,0.65,0.74,0.98,0.67,0.24,0.6,0.78,0.58,0.54,0.61,0.49
nabu-library.csv,0.75,0.59,0.57,0.73,0.62,0.69,0.5,0.66,0.55,0.99,0.37,0.46,0.64,0.54,0.51,0.67
ns-3-dev-def-routing.csv,0.54,0.48,0.37,0.52,0.54,0.42,0.41,0.5,0.21,0.22,0.41,0.68,0.94,0.35,0.2,0.34
open-ms.csv,0.57,0.57,0.57,0.51,0.52,0.18,0.51,0.46,0.35,0.15,0.56,0.54,0.3,0.95,0.58,0.44
popeye-chess.csv,0.67,0.53,0.56,0.95,0.72,0.44,0.64,0.54,0.58,0.27,0.58,0.7,0.5,0.59,0.36,0.46
qgo.csv,1.0,0.55,0.55,0.6,0.67,0.38,0.58,0.46,0.67,0.29,0.45,0.69,0.45,0.49,0.52,0.54
webdriver.csv,0.52,0.45,0.55,0.68,0.55,0.52,0.97,0.57,0.39,0.35,0.36,0.52,0.55,0.33,0.45,0.37
xined.csv,0.52,0.27,0.53,0.35,0.32,0.12,0.5,0.36,0.42,0.38,0.37,1.0,0.27,0.16,0.65,0.32
yafdotnet.csv,0.64,0.65,0.57,0.32,0.73,0.35,0.61,0.58,0.98,0.34,0.4,0.64,0.65,0.63,0.56,0.69
