,qgo.csv,firebird.csv,applet2app.csv,popeye-chess.csv,cities3d.csv,blue-c.csv,webdriver.csv,mscore.csv,yafdotnet.csv,nabu-library.csv,jparsec.csv,xined.csv,ns-3-dev-def-routing.csv,open-ms.csv,biodwh.csv,jcache.csv
applet2app.csv,0.54,0.62,0.99,0.93,0.07,0.77,0.48,0.6,0.46,0.46,0.52,0.22,0.28,0.24,0.17,0.4
biodwh.csv,0.65,0.8,0.31,1.0,0.14,0.0,0.64,0.74,0.62,0.75,0.67,0.0,0.56,0.3,1.0,0.62
blue-c.csv,0.47,0.58,0.37,0.56,0.16,1.0,0.52,0.7,0.48,0.41,0.38,0.23,0.47,0.21,0.12,0.62
cities3d.csv,0.42,0.63,0.32,0.17,0.97,0.29,0.42,0.57,0.36,0.49,0.31,0.75,0.41,0.18,0.12,0.33
firebird.csv,0.61,1.0,0.44,0.57,0.12,0.82,0.58,0.78,0.47,0.67,0.38,0.12,0.47,0.22,0.24,0.67
jcache.csv,1.0,0.53,0.5,0.62,0.04,0.35,0.45,0.57,0.49,0.37,0.55,0.5,0.3,0.14,0.26,0.97
jparsec.csv,0.57,0.63,0.47,0.62,0.16,0.86,0.57,0.65,0.49,0.69,1.0,0.23,0.43,0.24,0.15,0.69
mscore.csv,0.52,0.62,0.44,0.7,0.1,0.76,0.61,1.0,0.54,0.35,0.53,0.3,0.43,0.24,0.17,0.41
nabu-library.csv,0.61,0.55,0.37,0.57,0.1,0.7,0.42,0.73,0.41,1.0,0.48,0.17,0.45,0.21,0.17,0.71
ns-3-dev-def-routing.csv,0.52,0.62,0.41,0.5,0.29,0.79,0.67,0.73,0.44,0.24,0.31,0.29,1.0,0.28,0.09,0.71
open-ms.csv,0.5,0.53,0.38,0.73,0.12,0.22,0.66,0.67,0.48,0.67,0.41,0.38,0.38,0.99,0.16,0.37
popeye-chess.csv,0.62,0.61,0.41,1.0,0.15,0.71,0.59,0.76,0.63,0.79,0.41,0.35,0.44,0.28,0.13,0.74
qgo.csv,1.0,0.68,0.54,0.65,0.12,1.0,0.58,0.78,0.58,0.56,0.6,0.32,0.47,0.29,0.17,0.71
webdriver.csv,0.54,0.67,0.42,0.72,0.18,0.93,1.0,0.8,0.68,0.36,0.61,0.18,0.51,0.3,0.17,0.65
xined.csv,0.48,0.61,0.34,0.44,0.83,0.5,0.43,0.62,0.38,0.5,0.32,1.0,0.53,0.4,0.18,0.28
yafdotnet.csv,0.63,0.63,0.43,0.44,0.13,0.82,0.55,0.65,1.0,0.37,0.55,0.23,0.46,0.24,0.15,0.68
