,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv
benojt.csv,0.48,0.0,0.0,0.99,0.13,0.24
jahshaka.csv,0.66,0.82,0.43,0.69,0.58,0.61
jam-daq.csv,0.52,0.11,0.29,0.6,0.63,0.7
jatlas.csv,0.47,0.54,0.46,0.55,0.96,0.63
jedit.csv,0.75,0.53,0.6,0.0,0.3,0.0
open-media-library.csv,0.62,0.5,0.7,0.58,0.73,0.68
