,orc.csv,magicwars.csv,haggle.csv,java-gnome.csv,archive-crawler.csv,servicestack.csv,gisgraphy.csv
archive-crawler.csv,0.51,0.49,0.58,0.48,0.62,0.44,0.53
gisgraphy.csv,0.76,0.36,0.65,0.67,0.9,0.6,0.75
haggle.csv,0.64,0.41,0.44,0.86,0.92,0.67,0.6
java-gnome.csv,0.44,0.98,0.8,0.43,0.92,0.48,0.44
magicwars.csv,0.3,0.71,0.48,0.39,0.34,0.4,0.3
orc.csv,0.63,0.4,0.43,0.9,0.59,0.88,0.92
servicestack.csv,0.92,0.96,0.0,0.0,0.92,0.59,0.75
