,jajuk.csv,autoopencas.csv,decidr.csv,columba.csv
autoopencas.csv,1.02,0.28,0.94,0.92
columba.csv,0.38,0.88,0.54,0.4
decidr.csv,0.47,0.85,0.34,0.61
jajuk.csv,0.29,0.67,0.88,0.95
