,jajuk.csv,autoopencas.csv,decidr.csv,columba.csv
autoopencas.csv,0.63,0.75,0.6,0.82
columba.csv,0.37,0.4,0.42,0.45
decidr.csv,0.39,0.42,0.42,0.39
jajuk.csv,0.37,0.35,0.35,0.38
