,jajuk.csv,autoopencas.csv,decidr.csv,columba.csv
autoopencas.csv,0.31,0.78,0.38,0.27
columba.csv,0.74,0.28,0.58,0.69
decidr.csv,0.69,0.46,0.75,0.71
jajuk.csv,0.79,0.61,0.39,0.21
