,qtractor.csv,alleg.csv,ossbuild.csv,mimosa.csv,quarkplayer.csv,freewrl.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,jstock.csv,synergyspace.csv,jcache.csv,fulguro.csv,miranda.csv
alleg.csv,0.68,0.78,0.11,0.13,0.03,0.38,0.55,0.43,0.18,0.16,0.5,0.11,0.67
freewrl.csv,0.6,0.63,0.11,0.4,0.06,0.69,0.63,0.42,0.29,0.18,0.72,0.13,0.68
fulguro.csv,0.44,0.36,0.0,0.61,0.17,0.56,0.0,0.28,0.22,0.26,0.45,0.26,0.0
google-web-toolkit.csv,0.71,0.47,0.11,0.57,0.11,0.65,0.7,0.45,0.26,0.23,0.7,0.16,0.73
jcache.csv,0.63,0.62,0.11,0.6,0.07,0.53,0.61,0.42,0.32,0.23,0.82,0.1,0.7
jstock.csv,0.62,0.67,0.04,0.73,0.1,0.61,0.64,0.48,0.55,0.29,0.87,0.1,0.75
mimosa.csv,0.56,0.61,0.14,0.76,0.06,0.55,0.56,0.39,0.29,0.31,0.71,0.1,0.66
miranda.csv,0.84,0.73,0.12,1.0,0.0,0.0,0.78,0.4,0.0,0.22,0.74,0.1,0.79
ns-3-dev-def-routing.csv,0.75,0.63,0.13,0.44,0.08,0.33,0.6,0.53,0.25,0.22,0.4,0.07,0.68
ossbuild.csv,0.79,0.58,0.33,0.8,0.09,0.56,0.58,0.49,0.71,0.31,0.82,0.1,0.74
qtractor.csv,0.76,0.6,0.13,0.78,0.07,0.5,0.6,0.51,0.44,0.21,0.72,0.13,0.72
quarkplayer.csv,0.4,0.45,0.11,0.45,0.16,0.0,0.62,0.4,0.0,0.27,0.28,0.22,0.56
synergyspace.csv,0.5,0.53,0.14,0.77,0.07,0.6,0.56,0.36,0.21,0.36,0.32,0.06,0.69
