,migen.csv,acegisecurity.csv,openxava.csv,motu.csv,irrlicht.csv,truevision.csv,zoolib.csv,emite.csv
acegisecurity.csv,0.35,0.29,0.99,0.61,0.47,0.44,0.26,0.52
emite.csv,0.09,0.27,0.44,0.63,0.2,0.21,0.1,0.3
irrlicht.csv,1.0,1.0,1.0,1.0,0.51,1.0,0.99,1.0
migen.csv,0.26,0.42,0.96,0.24,0.24,0.13,0.1,0.22
motu.csv,0.77,0.58,0.98,0.22,0.49,0.48,0.55,0.72
openxava.csv,0.72,0.17,0.33,0.24,0.35,0.79,0.45,0.05
truevision.csv,0.42,0.88,0.95,0.65,0.61,0.23,0.21,0.5
zoolib.csv,0.16,0.38,0.28,0.63,0.29,0.21,0.22,0.42
