,migen.csv,acegisecurity.csv,openxava.csv,motu.csv,irrlicht.csv,truevision.csv,zoolib.csv,emite.csv
acegisecurity.csv,0.64,0.54,0.19,0.42,0.62,0.53,0.23,0.45
emite.csv,0.27,0.36,0.28,0.42,0.29,0.51,0.25,0.66
irrlicht.csv,0.61,0.43,0.2,0.36,0.75,0.52,0.15,0.61
migen.csv,0.68,0.49,0.19,0.59,0.45,0.51,0.27,0.46
motu.csv,0.63,0.46,0.19,0.65,0.68,0.59,0.23,0.54
openxava.csv,0.49,0.22,0.31,0.22,0.55,0.51,0.12,0.31
truevision.csv,0.61,0.47,0.19,0.44,0.79,0.67,0.26,0.6
zoolib.csv,0.56,0.54,0.14,0.44,0.6,0.51,0.33,0.48
