,baadengine.csv,empyrean.csv,atomsite.csv,pamguard.csv,jaxlib.csv,chaperon.csv,owlapi.csv,joustsim.csv,loki-lib.csv,poormans.csv,chaosrts.csv,hydrate.csv
atomsite.csv,0.27,0.52,0.68,0.2,0.5,0.75,0.36,1.0,0.34,0.62,0.48,0.48
baadengine.csv,0.73,0.96,0.91,0.95,1.0,0.25,0.88,1.0,1.0,0.97,0.72,1.0
chaosrts.csv,0.38,0.39,0.41,0.44,0.5,0.5,0.36,0.36,0.55,0.41,0.76,0.97
chaperon.csv,0.46,0.28,0.5,0.71,0.0,1.0,0.52,0.18,0.52,0.59,0.15,0.39
empyrean.csv,0.0,0.71,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hydrate.csv,0.25,0.16,0.77,0.92,0.5,0.5,0.52,0.55,0.07,0.94,0.29,0.67
jaxlib.csv,0.29,0.32,0.0,0.15,1.0,0.5,0.2,0.82,0.38,0.21,0.83,0.21
joustsim.csv,0.31,0.8,0.95,0.53,1.0,0.5,0.88,0.91,0.97,0.85,0.18,0.67
loki-lib.csv,0.35,0.67,0.45,0.29,0.5,0.25,0.4,0.91,0.66,0.47,0.78,0.67
owlapi.csv,0.65,0.43,0.0,0.31,0.0,0.0,0.8,0.45,0.1,0.68,0.32,0.36
pamguard.csv,0.78,0.78,0.59,0.69,0.0,0.75,0.72,0.64,0.55,0.71,0.95,0.7
poormans.csv,0.28,0.03,0.41,0.63,1.0,0.0,0.52,0.36,0.0,0.74,0.47,0.79
