,baadengine.csv,empyrean.csv,atomsite.csv,pamguard.csv,jaxlib.csv,chaperon.csv,owlapi.csv,joustsim.csv,loki-lib.csv,poormans.csv,chaosrts.csv,hydrate.csv
atomsite.csv,1.0,1.0,2.0,3.0,6.0,17.0,5.0,32.0,1.0,40.0,1.0,0.0
baadengine.csv,0.0,0.0,15.0,0.0,23.0,7.0,31.0,2.0,4.0,0.0,0.0,2.0
chaosrts.csv,0.0,0.0,4.0,0.0,10.0,9.0,14.0,10.0,3.0,4.0,0.0,3.0
chaperon.csv,1.0,1.0,5.0,0.0,49.0,1.0,10.0,6.0,3.0,11.0,1.0,3.0
empyrean.csv,621.0,0.0,67.0,91.0,49.0,20.0,155.0,70.0,74.0,161.0,157.0,51.0
hydrate.csv,8.0,0.0,6.0,1.0,22.0,2.0,15.0,4.0,0.0,0.0,0.0,0.0
jaxlib.csv,0.0,1.0,67.0,2.0,2.0,28.0,10.0,33.0,1.0,6.0,2.0,0.0
joustsim.csv,0.0,0.0,7.0,0.0,12.0,2.0,37.0,1.0,4.0,22.0,2.0,3.0
loki-lib.csv,0.0,0.0,1.0,0.0,7.0,7.0,44.0,32.0,1.0,9.0,2.0,2.0
owlapi.csv,1.0,0.0,67.0,0.0,49.0,51.0,5.0,5.0,6.0,8.0,0.0,1.0
pamguard.csv,1.0,0.0,10.0,1.0,49.0,15.0,37.0,34.0,3.0,41.0,2.0,3.0
poormans.csv,0.0,0.0,1.0,1.0,21.0,51.0,28.0,9.0,74.0,0.0,0.0,1.0
