,recall,precision,pf,pci_20,ifa,wins
ardour.csv,0.645,0.6,0.235,0.42500000000000004,2.0,10
cornerstone.csv,0.435,0.72,0.17,0.535,0.5,18
emeraldemu.csv,0.5549999999999999,0.66,0.155,0.535,1.5,15
grafx2.csv,0.705,0.53,0.355,0.45,2.0,5
jahshakafx.csv,0.645,0.595,0.22,0.43,0.0,17
kindb.csv,0.705,0.575,0.35,0.385,1.0,11
maya-work-in-progress.csv,0.805,0.485,0.495,0.39,1.0,8
netatalk.csv,0.715,0.49,0.41500000000000004,0.42,1.0,9
novembre.csv,0.5,0.5800000000000001,0.245,0.54,2.5,6
ns-3.csv,0.76,0.46499999999999997,0.675,0.45,2.5,0
nullc.csv,0.685,0.525,0.355,0.515,3.0,3
open-beos.csv,0.76,0.625,0.43,0.425,1.5,12
pixel-commandos.csv,0.2,0.63,0.09,0.88,2.0,16
planeshift.csv,0.83,0.44999999999999996,0.72,0.44,2.0,2
plee-the-bear.csv,0.665,0.49,0.57,0.41,1.0,4
reaper-ecad.csv,0.22999999999999998,0.8200000000000001,0.015,0.6399999999999999,0.0,19
sbml.csv,0.93,0.435,0.755,0.4,2.0,1
unimrcp.csv,0.635,0.6,0.245,0.495,1.0,14
unladen-swallow.csv,0.39,0.5800000000000001,0.18,0.545,1.0,13
xmoto.csv,0.67,0.5700000000000001,0.4,0.46499999999999997,2.0,7
