,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv,pixel-commandos.csv,xmoto.csv
ardour.csv,0.83,0.72,0.67,0.78,0.5,0.28,0.5,0.68,0.53,0.65,0.55,0.38,0.64,0.68,0.64,0.75,0.72,0.67,0.94,0.64
cornerstone.csv,0.6,0.47,0.69,0.55,0.28,0.41,0.44,0.53,0.15,0.15,0.71,0.6,0.5,0.38,0.22,0.61,0.65,0.4,0.76,0.29
emeraldemu.csv,0.71,0.66,0.68,0.09,0.19,0.21,0.57,0.73,0.39,0.7,0.6,0.13,0.38,0.15,0.63,0.18,0.63,0.17,0.77,0.52
grafx2.csv,0.73,0.73,0.69,0.8,0.32,0.37,0.61,0.69,0.5,0.71,0.6,0.68,0.62,0.76,0.63,0.76,0.66,0.6,0.76,0.64
jahshakafx.csv,0.78,0.7,0.7,0.75,0.37,0.27,0.51,0.75,0.45,0.63,0.62,0.13,0.49,0.52,0.65,0.74,0.68,0.67,0.94,0.49
kindb.csv,0.83,0.63,0.79,0.84,0.57,0.48,0.52,0.76,0.64,0.77,0.56,0.42,0.68,0.62,0.58,0.83,0.67,0.34,0.71,0.68
maya-work-in-progress.csv,0.67,0.73,0.72,0.64,0.32,0.56,0.63,0.7,0.63,0.82,0.24,0.77,0.73,0.69,0.64,0.73,0.68,0.82,0.6,0.64
netatalk.csv,0.73,0.72,0.66,0.52,0.36,0.48,0.61,0.66,0.65,0.71,0.47,0.48,0.52,0.66,0.72,0.71,0.65,0.77,0.65,0.53
novembre.csv,0.6,0.62,0.25,0.42,0.15,0.4,0.62,0.52,0.57,0.59,0.48,0.65,0.15,0.45,0.43,0.81,0.55,0.69,0.55,0.46
ns-3.csv,0.7,0.71,0.21,0.43,0.56,0.68,0.3,0.45,0.61,0.51,0.64,0.0,0.38,0.0,0.48,0.0,0.42,0.0,0.2,0.63
nullc.csv,0.59,0.37,0.05,0.49,0.77,0.5,0.67,0.67,0.49,0.29,0.6,0.45,0.62,0.48,0.67,0.67,0.65,0.33,0.9,0.58
open-beos.csv,0.83,0.77,0.69,0.68,0.54,0.47,0.6,0.69,0.67,0.52,0.51,0.48,0.6,0.7,0.72,0.62,0.7,0.57,0.88,0.63
pixel-commandos.csv,0.05,0.53,0.25,0.44,0.19,0.19,0.38,0.18,0.12,0.11,0.07,0.0,0.13,0.35,0.47,0.25,0.37,0.33,0.99,0.23
planeshift.csv,0.05,0.21,0.17,0.05,0.47,0.62,0.57,0.71,0.55,0.69,0.63,0.44,0.69,0.72,0.62,0.64,0.27,0.49,0.47,0.56
plee-the-bear.csv,0.79,0.48,0.78,0.15,0.47,0.57,0.56,0.5,0.62,0.76,0.56,0.68,0.58,0.52,0.54,0.51,0.58,0.59,0.65,0.56
reaper-ecad.csv,0.57,0.3,0.5,0.76,0.28,0.04,0.09,0.42,0.18,0.04,0.26,0.0,0.34,0.0,0.35,0.25,0.54,0.17,0.29,0.17
sbml.csv,0.5,0.72,0.56,0.6,0.78,0.52,0.09,0.27,0.65,0.0,0.46,0.56,0.42,0.72,0.8,0.0,0.69,0.65,0.64,0.62
unimrcp.csv,0.79,0.63,0.6,0.76,0.41,0.35,0.62,0.59,0.44,0.7,0.59,0.67,0.54,0.56,0.62,0.74,0.65,0.67,0.76,0.51
unladen-swallow.csv,0.23,0.49,0.5,0.1,0.19,0.36,0.48,0.47,0.41,0.46,0.38,0.72,0.4,0.49,0.2,0.51,0.58,0.69,0.29,0.17
xmoto.csv,0.67,0.62,0.66,0.1,0.51,0.58,0.71,0.63,0.58,0.51,0.61,0.57,0.52,0.68,0.62,0.24,0.63,0.13,0.69,0.76
