,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv,pixel-commandos.csv,xmoto.csv
ardour.csv,0.59,0.21,0.12,0.3,0.92,0.8,0.35,0.6,0.59,0.71,0.52,0.56,0.82,0.82,0.87,0.96,0.73,0.6,0.15,0.61
cornerstone.csv,0.5,0.25,0.17,0.33,0.92,0.79,0.35,0.57,0.73,0.8,0.71,0.5,0.96,0.82,1.0,1.0,0.73,0.31,0.14,0.82
emeraldemu.csv,0.39,0.2,0.08,0.13,0.89,0.76,0.57,0.61,0.65,0.67,0.55,0.5,0.96,1.0,0.94,1.0,0.74,1.0,0.17,0.71
grafx2.csv,0.41,0.2,0.09,0.24,0.88,0.7,0.39,0.51,0.51,0.71,0.55,0.35,0.83,0.84,0.75,0.87,0.64,0.47,0.16,0.59
jahshakafx.csv,0.57,0.21,0.08,0.21,0.94,0.79,0.5,0.45,0.59,0.76,0.58,0.6,0.92,0.83,0.83,0.92,0.71,0.37,0.15,0.7
kindb.csv,0.53,0.21,0.11,0.3,0.88,0.76,0.28,0.46,0.47,0.62,0.52,0.43,0.84,0.83,0.87,0.93,0.67,0.67,0.07,0.62
maya-work-in-progress.csv,0.38,0.19,0.11,0.24,0.81,0.72,0.32,0.39,0.45,0.79,0.52,0.4,0.85,0.78,0.83,0.83,0.63,0.41,0.05,0.53
netatalk.csv,0.48,0.17,0.09,0.14,0.84,0.73,0.31,0.39,0.47,0.5,0.47,0.38,0.85,0.82,0.83,0.83,0.62,0.5,0.05,0.56
novembre.csv,0.65,0.21,0.06,0.19,0.86,0.76,0.45,0.42,0.42,0.6,0.56,0.32,0.86,0.71,0.62,0.82,0.74,0.34,0.17,0.6
ns-3.csv,0.39,0.21,0.05,0.3,0.83,0.75,0.29,0.25,0.43,0.54,0.66,0.27,0.77,0.52,0.67,0.68,0.57,0.27,0.03,0.5
nullc.csv,0.32,0.11,0.06,0.15,0.97,0.73,0.35,0.43,0.51,0.67,0.54,0.42,0.8,0.7,0.85,0.85,0.62,0.36,0.11,0.59
open-beos.csv,0.5,0.2,0.12,0.17,0.93,0.74,0.3,0.4,0.64,0.79,0.64,0.3,0.78,0.62,0.87,0.74,0.65,0.32,0.1,0.63
pixel-commandos.csv,0.57,0.12,0.06,0.13,1.0,0.79,0.62,0.43,0.67,1.0,0.3,0.0,0.94,0.76,0.91,0.78,0.72,0.44,0.4,0.64
planeshift.csv,0.3,0.12,0.06,0.13,0.82,0.7,0.28,0.4,0.43,0.49,0.58,0.28,0.88,0.76,0.74,0.73,0.56,0.3,0.03,0.47
plee-the-bear.csv,0.52,0.22,0.17,0.17,0.8,0.67,0.28,0.28,0.44,0.71,0.52,0.33,0.78,0.51,0.7,0.66,0.63,0.3,0.06,0.47
reaper-ecad.csv,0.66,0.26,0.17,0.33,1.0,0.83,1.0,0.7,0.81,0.5,0.73,0.0,0.98,0.0,1.0,1.0,0.84,1.0,1.0,1.0
sbml.csv,0.27,0.17,0.07,0.16,0.93,0.68,0.26,0.32,0.46,0.41,0.53,0.31,0.77,0.79,0.89,0.68,0.68,0.32,0.06,0.49
unimrcp.csv,0.51,0.18,0.1,0.26,0.95,0.75,0.32,0.54,0.6,0.65,0.54,0.44,0.83,0.92,0.88,0.92,0.64,0.6,0.14,0.63
unladen-swallow.csv,0.49,0.23,0.15,0.2,0.89,0.82,0.27,0.38,0.54,0.76,0.7,0.44,0.79,0.79,0.76,0.84,0.74,0.42,0.03,0.62
xmoto.csv,0.45,0.19,0.1,0.67,0.86,0.68,0.36,0.41,0.45,0.58,0.56,0.28,0.83,0.67,0.74,0.69,0.71,0.27,0.06,0.77
