,jmoney.csv,array4j.csv,dxengine.csv,sblim.csv,jmonkeyengine.csv,chaperon.csv,calcubetimer.csv,matrex.csv,roolo.csv,jas.csv,primefaces.csv,chaosrts.csv,factor.csv,emono.csv
array4j.csv,190.0,534.0,99.0,283.5,194.0,558.5,97.5,99.0,180.0,197.0,97.5,99.0,97.5,295.0
calcubetimer.csv,97.5,1061.5,99.0,288.5,194.0,322.0,97.5,174.0,98.5,211.5,94.5,99.0,97.5,193.0
chaosrts.csv,190.0,513.0,99.0,187.0,949.5,96.5,97.5,467.5,99.0,196.0,94.5,99.0,97.5,289.5
chaperon.csv,97.5,20.0,94.5,384.0,96.5,96.5,86.5,85.5,99.0,196.0,94.5,99.0,729.5,196.5
dxengine.csv,97.5,418.5,94.5,384.0,64.5,96.5,48.5,535.0,99.0,411.0,98.5,86.5,312.0,295.0
emono.csv,97.5,1879.0,99.0,190.0,278.5,583.5,97.5,99.0,99.0,197.0,99.0,99.0,97.5,295.0
factor.csv,77.5,420.5,414.0,490.5,200.5,18.0,97.5,117.0,180.0,10.5,94.5,0.0,82.5,22.5
jas.csv,691.5,1040.0,97.5,384.0,250.5,96.5,92.5,99.0,99.0,98.5,99.0,98.5,778.0,295.0
jmoney.csv,97.5,987.5,97.5,384.0,376.0,96.5,97.5,86.5,99.0,197.0,94.5,99.0,97.5,295.0
jmonkeyengine.csv,94.5,1940.5,99.0,287.5,89.5,96.5,88.5,1726.5,99.0,197.0,99.0,89.5,97.5,295.0
matrex.csv,97.5,307.0,94.5,285.5,108.0,61.5,94.5,86.5,90.0,298.0,85.5,99.0,310.0,95.5
primefaces.csv,97.5,1499.0,99.0,384.0,194.0,96.5,97.5,555.0,99.0,197.0,99.0,99.0,97.5,295.0
roolo.csv,537.0,1077.5,99.0,93.5,194.0,96.5,97.5,99.0,99.0,197.0,90.5,99.0,97.5,196.5
sblim.csv,97.5,3.5,43.5,286.5,166.0,61.5,94.5,27.5,180.0,88.5,94.5,96.5,97.5,194.5
