,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,gnome-jabber.csv,chaosrts.csv,exl.csv
avifile.csv,1.0,0.2,0.91,1.03,0.92,0.77,1.0,0.96,0.97,0.94,0.96,1.0,0.91,0.92,1.0,0.96,0.99,1.0,0.98,1.08
baadengine.csv,0.02,0.94,0.7,0.4,0.69,0.75,0.38,0.56,0.75,0.49,0.63,0.83,0.57,0.61,0.54,0.75,0.69,0.64,0.74,0.47
bibedt.csv,0.6,0.83,1.06,1.02,0.64,0.72,0.53,0.63,0.64,0.73,0.4,1.03,0.0,0.51,0.56,0.83,0.74,0.9,0.49,0.52
cascading.csv,0.66,1.01,0.88,0.41,0.56,0.75,0.52,0.6,0.66,0.63,0.66,0.81,0.69,0.51,0.62,0.78,0.01,0.83,0.46,0.49
chaosrts.csv,0.77,1.06,1.11,0.58,0.56,0.73,0.99,0.75,0.84,0.6,0.86,0.96,0.95,0.97,0.69,0.82,0.74,1.0,0.11,0.35
exl.csv,0.63,1.11,1.03,0.75,0.52,0.67,0.51,0.83,0.76,0.56,0.7,0.88,0.72,0.63,0.66,0.87,0.7,0.62,0.74,0.0
gnome-jabber.csv,0.79,1.16,1.04,1.26,0.67,0.69,0.96,0.79,0.92,0.99,0.71,0.6,0.97,0.78,0.67,0.82,0.85,0.4,0.6,0.53
gogoego.csv,0.76,1.06,1.1,0.33,0.78,0.89,0.92,0.12,0.66,0.68,0.81,0.56,0.67,0.89,0.54,0.7,0.77,1.0,0.8,0.81
httpcontentparser.csv,0.97,1.0,0.97,1.0,0.98,0.68,0.97,0.89,0.92,0.92,0.15,1.0,0.82,0.75,0.89,0.92,0.9,0.9,0.94,0.98
impala.csv,0.75,0.73,0.95,0.9,1.0,0.93,0.93,0.96,0.78,1.0,0.71,1.15,0.77,0.81,1.0,0.16,0.87,0.69,0.78,1.05
jaxlib.csv,1.0,1.0,1.0,1.0,1.0,0.96,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
jgameai.csv,0.92,1.0,1.02,1.03,0.92,0.04,0.94,0.75,0.94,0.8,1.0,0.56,0.91,0.94,0.89,1.0,0.83,0.8,0.81,0.98
jhotdraw.csv,0.9,1.0,0.89,1.01,0.79,0.83,1.0,0.88,0.15,0.97,0.96,1.0,0.81,0.99,0.93,1.0,0.97,0.88,0.92,1.03
patterntesting.csv,0.65,0.99,0.99,0.47,0.69,0.78,0.44,0.59,0.71,0.07,0.55,0.79,0.4,0.56,0.49,0.82,0.61,0.65,0.65,0.44
pokeglobal.csv,0.58,0.82,0.77,0.5,0.0,0.72,0.58,0.68,0.8,0.55,0.66,0.88,1.04,0.67,0.72,0.75,0.7,0.75,0.68,0.83
snakeyaml.csv,0.94,0.47,0.9,1.14,0.8,0.62,0.91,0.71,0.78,0.66,0.69,0.6,0.72,0.81,0.11,0.86,0.81,0.83,0.84,0.91
unflobtactical.csv,0.74,0.5,0.95,1.09,0.71,0.7,0.67,0.7,0.77,0.59,0.66,1.01,0.4,0.03,0.6,0.82,0.76,0.74,0.76,0.59
werx.csv,1.0,0.97,0.0,0.99,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0
zealos.csv,0.8,0.64,0.87,0.45,0.72,0.59,0.03,0.67,0.69,0.77,0.66,1.12,0.61,0.54,0.71,0.79,0.8,0.9,0.72,0.62
