,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,gnome-jabber.csv,chaosrts.csv,exl.csv
avifile.csv,0.0,1.0,0.0,101.0,4.0,0.0,97.0,5.0,0.0,7.0,5.0,49.0,2.0,0.0,205.0,6.0,2.0,96.0,2.0,1.0
baadengine.csv,0.0,17.0,0.0,25.0,0.0,6.0,2.0,7.0,0.0,0.0,18.0,17.0,4.0,1.0,18.0,3.0,0.0,0.0,1.0,1.0
bibedt.csv,0.0,0.0,0.0,101.0,4.0,1.0,0.0,3.0,0.0,0.0,4.0,49.0,0.0,2.0,4.0,16.0,0.0,0.0,1.0,1.0
cascading.csv,0.0,5.0,0.0,27.0,0.0,0.0,1.0,12.0,12.0,8.0,28.0,20.0,6.0,1.0,33.0,8.0,0.0,0.0,2.0,0.0
chaosrts.csv,1.0,5.0,0.0,42.0,0.0,2.0,11.0,5.0,1.0,4.0,15.0,23.0,2.0,3.0,18.0,10.0,1.0,3.0,0.0,0.0
exl.csv,0.0,27.0,0.0,59.0,0.0,4.0,5.0,20.0,0.0,3.0,4.0,21.0,3.0,0.0,18.0,15.0,0.0,0.0,1.0,0.0
gnome-jabber.csv,1.0,3.0,0.0,101.0,0.0,0.0,11.0,6.0,0.0,7.0,3.0,16.0,14.0,2.0,47.0,3.0,0.0,2.0,1.0,4.0
gogoego.csv,0.0,69.0,0.0,25.0,1.0,2.0,10.0,0.0,0.0,3.0,24.0,3.0,7.0,1.0,8.0,3.0,0.0,3.0,1.0,0.0
httpcontentparser.csv,1.0,69.0,0.0,101.0,4.0,2.0,2.0,3.0,0.0,6.0,0.0,49.0,4.0,0.0,2.0,2.0,0.0,3.0,2.0,2.0
impala.csv,1.0,0.0,0.0,81.0,4.0,0.0,1.0,5.0,0.0,76.0,5.0,49.0,0.0,0.0,205.0,0.0,1.0,3.0,1.0,0.0
jaxlib.csv,621.0,69.0,200.0,101.0,69.0,0.0,97.0,335.0,339.0,76.0,187.0,0.0,50.0,60.0,205.0,207.0,149.0,96.0,157.0,53.0
jgameai.csv,0.0,69.0,0.0,101.0,1.0,0.0,6.0,7.0,20.0,0.0,187.0,1.0,4.0,0.0,3.0,207.0,0.0,3.0,0.0,0.0
jhotdraw.csv,1.0,69.0,0.0,101.0,3.0,1.0,97.0,1.0,0.0,2.0,21.0,49.0,0.0,1.0,11.0,207.0,1.0,3.0,1.0,0.0
patterntesting.csv,0.0,23.0,0.0,31.0,1.0,5.0,0.0,4.0,1.0,0.0,20.0,16.0,0.0,4.0,14.0,1.0,0.0,0.0,1.0,1.0
pokeglobal.csv,0.0,2.0,0.0,37.0,0.0,0.0,0.0,7.0,6.0,0.0,4.0,20.0,50.0,5.0,36.0,10.0,1.0,0.0,1.0,0.0
snakeyaml.csv,0.0,2.0,0.0,101.0,4.0,0.0,5.0,5.0,0.0,6.0,6.0,7.0,2.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0
unflobtactical.csv,0.0,3.0,0.0,101.0,4.0,0.0,0.0,5.0,0.0,8.0,5.0,49.0,0.0,0.0,10.0,4.0,0.0,2.0,1.0,0.0
werx.csv,1.0,3.0,0.0,83.0,4.0,0.0,11.0,5.0,0.0,8.0,6.0,25.0,2.0,0.0,72.0,8.0,0.0,3.0,2.0,0.0
zealos.csv,0.0,1.0,0.0,35.0,4.0,0.0,0.0,1.0,0.0,6.0,38.0,49.0,6.0,0.0,24.0,6.0,0.0,3.0,0.0,2.0
