,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,ofbiz.csv,ibatisdb.csv
cleartk.csv,0.01,0.9,0.31,0.97,0.23,0.37,0.82,0.91,0.35,0.2,0.05,0.39,0.67,0.15
encog-cs.csv,0.01,0.84,0.32,0.85,0.25,0.32,0.79,0.93,0.51,0.22,0.03,0.26,0.72,0.3
extprosys.csv,0.01,0.87,0.48,0.9,0.27,0.33,0.75,0.93,0.36,0.18,0.03,0.34,0.69,0.29
ibatisdb.csv,0.0,0.85,0.33,0.86,0.31,0.33,1.0,0.94,0.44,0.19,0.06,0.2,0.62,0.62
intact.csv,0.0,0.89,0.31,0.91,0.27,0.5,0.78,0.94,0.44,0.2,0.04,0.38,0.79,0.28
japano.csv,0.0,0.88,0.32,0.88,0.3,0.28,0.77,0.99,0.35,0.18,0.02,0.35,0.66,0.25
lockss.csv,0.02,0.89,0.32,0.97,0.25,0.29,0.84,0.94,0.54,0.3,0.05,0.22,0.73,0.36
ofbiz.csv,0.0,0.9,0.29,0.85,0.26,0.29,0.78,0.96,0.44,0.2,0.04,0.47,0.78,0.2
officefloor.csv,0.02,1.0,0.33,0.93,0.32,0.42,1.0,0.9,0.46,0.19,0.07,0.25,0.81,0.33
opennms.csv,0.0,0.79,0.33,1.0,0.49,0.38,0.76,1.0,0.49,0.26,0.05,0.39,0.71,0.29
rohxel.csv,0.02,0.91,0.33,0.91,0.14,0.34,0.9,0.97,0.63,0.33,0.04,0.43,0.73,0.31
roolo.csv,0.01,0.89,0.3,0.89,0.29,0.28,0.78,0.91,0.32,0.17,0.03,0.59,0.67,0.14
sevenupdate.csv,0.01,1.0,0.28,0.88,0.24,0.29,0.78,0.93,0.35,0.19,0.03,0.35,0.67,0.26
