,arianne.csv,qgis.csv,bl-toolkit.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,mbse.csv,vars-redux.csv,clamav.csv,gnupdate.csv,alsa.csv,yafdotnet.csv,ns-3-dev-def-routing.csv,mplayer-ce.csv,biopax.csv,crux-framework.csv,xamj.csv,ng4j.csv,jmule.csv
alsa.csv,0.96,0.79,0.69,0.77,0.9,0.93,0.93,0.48,0.83,0.75,0.53,0.46,0.75,0.74,0.42,0.93,0.51,0.55,0.86,0.67
arcallians.csv,0.68,0.86,0.49,0.99,0.56,0.99,0.5,0.89,0.57,0.92,0.94,0.83,0.64,0.96,0.55,0.71,0.58,0.61,0.77,0.62
arianne.csv,0.54,0.74,0.54,0.79,0.78,0.71,0.96,0.38,0.87,0.92,0.48,0.4,0.7,0.86,0.38,0.55,0.54,0.58,0.73,0.79
aztec.csv,0.45,0.57,0.7,0.84,0.49,0.96,0.67,0.75,0.44,0.55,0.97,0.83,0.47,0.57,0.71,0.46,0.62,0.52,0.46,0.39
biopax.csv,0.49,0.45,0.47,0.63,0.54,0.84,0.37,0.47,0.36,0.45,0.51,0.46,0.39,0.44,0.37,0.49,0.42,0.48,0.55,0.43
bl-toolkit.csv,0.62,0.66,0.48,0.98,0.77,0.95,0.39,0.98,0.83,0.75,0.96,0.48,0.56,0.84,0.92,0.52,0.61,0.71,0.86,0.74
clamav.csv,0.59,0.48,0.7,0.51,0.52,0.68,0.36,0.45,0.6,0.52,0.4,0.51,0.58,0.43,0.37,0.76,0.46,0.55,0.7,0.75
crux-framework.csv,0.0,0.75,0.0,0.86,0.0,0.5,0.0,0.62,0.0,0.0,0.65,0.79,0.5,0.94,0.9,0.0,0.5,0.0,0.0,0.0
gnupdate.csv,0.97,0.63,0.82,0.89,0.74,0.97,0.92,0.94,0.5,0.5,0.94,0.97,0.84,0.79,0.73,0.84,0.65,0.66,0.89,0.67
jmule.csv,0.6,0.52,0.5,0.76,0.39,0.96,0.49,0.43,0.38,0.44,0.49,0.41,0.55,0.51,0.37,0.61,0.4,0.49,0.57,0.48
mbse.csv,0.76,0.64,0.69,0.67,0.56,0.97,0.42,0.79,0.47,0.76,0.68,0.69,0.69,0.58,0.51,0.83,0.59,0.63,0.67,0.75
mplayer-ce.csv,0.59,0.57,0.49,0.65,0.57,0.73,0.52,0.97,0.52,0.89,0.62,0.66,0.82,0.52,0.6,0.94,0.61,0.78,0.75,0.65
ng4j.csv,0.95,0.73,0.68,0.97,0.66,0.71,0.57,0.72,0.44,0.65,0.62,0.72,0.64,0.77,0.46,0.66,0.53,0.55,0.83,0.48
ns-3-dev-def-routing.csv,0.89,0.63,0.94,0.78,0.91,0.58,0.84,0.61,0.96,0.75,0.69,0.91,0.92,0.63,0.54,0.7,0.85,0.94,0.89,0.8
openxava.csv,0.44,0.7,0.6,0.98,0.46,0.58,0.94,0.97,0.67,0.83,0.89,0.79,0.48,0.64,0.64,0.89,0.53,0.67,0.5,0.65
phonon-vlc-mplayer.csv,0.83,0.59,0.54,0.91,0.85,0.97,0.64,0.36,0.57,0.9,0.62,0.82,0.59,0.64,0.64,0.72,0.6,0.76,0.88,0.89
qgis.csv,0.78,0.56,0.74,0.69,0.47,0.98,0.54,0.4,0.53,0.86,0.51,0.5,0.59,0.56,0.47,0.63,0.53,0.61,0.7,0.83
vars-redux.csv,0.88,0.66,0.72,0.97,0.62,0.9,0.38,0.54,0.51,0.67,0.59,0.76,0.83,0.61,0.53,0.91,0.56,0.6,0.9,0.83
xamj.csv,0.49,0.5,0.61,0.52,0.54,0.45,0.74,0.42,0.56,0.4,0.48,0.4,0.57,0.46,0.46,0.64,0.48,0.65,0.47,0.38
yafdotnet.csv,0.62,0.63,0.5,0.6,0.45,0.48,0.44,0.54,0.41,0.61,0.65,0.56,0.54,0.56,0.49,0.65,0.62,0.58,0.67,0.43
