,arianne.csv,qgis.csv,bl-toolkit.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,mbse.csv,vars-redux.csv,clamav.csv,gnupdate.csv,alsa.csv,yafdotnet.csv,ns-3-dev-def-routing.csv,mplayer-ce.csv,biopax.csv,crux-framework.csv,xamj.csv,ng4j.csv,jmule.csv
alsa.csv,0.87,0.7,0.81,0.61,0.82,0.96,0.57,0.46,0.73,0.72,0.7,0.03,0.69,0.71,0.69,0.8,0.74,0.55,0.85,0.88
arcallians.csv,0.68,0.77,0.59,0.62,0.03,0.62,0.97,0.67,0.54,0.89,0.86,0.81,0.69,0.78,0.68,0.71,0.77,0.55,0.59,0.72
arianne.csv,0.04,0.73,0.71,0.63,0.53,0.66,0.58,0.91,0.78,0.73,0.91,0.74,0.78,0.69,0.93,0.62,1.16,0.71,0.54,0.65
aztec.csv,0.87,0.64,0.65,0.58,0.71,0.0,0.78,0.63,0.87,0.66,0.77,0.75,0.83,0.6,0.67,0.96,0.93,0.95,0.88,0.88
biopax.csv,0.55,0.64,0.7,0.41,0.58,0.38,0.58,0.68,0.82,0.61,0.77,0.6,0.86,0.62,1.0,0.06,1.0,0.96,0.63,0.59
bl-toolkit.csv,0.71,0.66,0.0,0.53,0.75,0.92,0.58,0.72,0.8,0.9,0.83,0.71,0.68,0.79,0.85,0.54,0.76,0.65,0.82,0.71
clamav.csv,0.65,0.61,0.81,0.81,0.65,0.71,0.65,0.57,0.56,0.03,0.61,0.67,0.63,0.65,0.72,0.8,0.51,0.62,0.55,0.67
crux-framework.csv,1.0,0.99,1.0,0.97,1.0,1.0,1.0,0.85,1.0,1.0,0.99,0.75,0.98,0.91,0.72,1.0,0.33,1.0,1.0,1.0
gnupdate.csv,0.85,0.59,0.83,0.52,0.67,0.76,0.56,0.86,0.58,0.95,0.15,0.83,0.72,0.75,0.74,0.71,0.7,0.65,0.65,0.88
jmule.csv,0.67,0.6,0.52,0.32,0.58,0.79,0.99,0.58,0.6,0.68,0.77,0.76,0.54,0.62,1.0,0.56,0.5,0.52,0.53,0.04
mbse.csv,0.78,0.62,0.68,0.84,0.59,0.8,0.44,0.06,0.51,0.65,0.66,0.69,0.66,0.63,0.7,0.85,0.4,0.63,0.74,0.63
mplayer-ce.csv,0.59,0.72,0.65,0.7,0.54,0.85,0.97,0.82,0.69,0.87,0.85,0.68,0.76,0.67,0.06,0.8,0.8,0.71,0.71,0.74
ng4j.csv,0.82,0.75,0.67,0.63,0.56,0.72,0.56,0.58,0.49,0.51,0.35,0.73,0.61,0.75,0.65,0.7,0.44,0.62,0.1,0.43
ns-3-dev-def-routing.csv,0.79,0.65,0.69,0.58,0.9,0.51,1.0,0.8,0.87,0.74,0.79,0.79,0.82,0.05,0.83,0.62,1.03,0.78,0.73,0.88
openxava.csv,0.8,0.7,0.67,0.76,0.62,0.64,0.0,0.85,0.7,0.77,0.9,0.84,0.75,0.7,0.81,0.75,0.44,0.62,0.84,0.63
phonon-vlc-mplayer.csv,0.72,0.6,0.63,0.01,0.78,0.8,0.83,0.58,0.77,0.76,0.51,0.75,0.6,0.67,0.74,0.57,0.76,0.61,0.66,0.85
qgis.csv,0.72,0.02,0.87,0.42,0.47,0.84,0.91,0.53,0.6,0.86,0.64,0.61,0.66,0.61,0.71,0.56,0.75,0.73,0.58,0.84
vars-redux.csv,0.77,0.64,0.71,0.8,0.68,0.83,0.57,0.47,0.0,0.63,0.7,0.74,0.71,0.67,0.66,0.85,0.48,0.52,0.7,0.79
xamj.csv,0.86,0.71,0.79,0.94,0.78,0.94,0.53,0.84,0.59,0.97,0.87,0.96,0.65,0.63,0.74,0.87,0.79,0.03,0.81,0.75
yafdotnet.csv,0.77,0.76,0.54,0.62,0.77,0.81,0.39,0.6,0.47,0.71,0.74,0.67,0.04,0.71,0.68,0.71,0.44,0.53,0.64,0.48
