,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.21,0.15,0.32,0.12,0.0,0.2,0.23,0.0,0.09,0.08
fritzing.csv,0.29,0.17,0.01,0.22,0.4,0.34,0.12,0.11,0.22,0.08
jlinalg.csv,0.07,0.59,0.95,0.87,0.2,0.73,0.71,0.83,0.88,0.75
knowledge.csv,0.14,0.4,0.53,0.73,0.0,0.67,0.69,0.63,0.62,0.69
massiv.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
multitude.csv,0.07,0.29,0.38,0.53,0.2,0.48,0.38,0.41,0.28,0.0
playerstage.csv,0.0,0.21,0.25,0.0,0.2,0.3,0.27,0.2,0.25,0.14
quarkplusplus.csv,0.29,0.22,0.45,0.11,0.2,0.26,0.19,0.41,0.0,0.19
rtrt-on-gpu.csv,0.0,0.36,0.35,0.48,0.0,0.37,0.0,0.26,0.09,0.37
superwaba.csv,0.14,0.0,0.42,0.48,0.6,0.6,0.62,0.78,0.59,0.68
