,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.58,0.56,0.61,0.87,0.71,0.32,0.93,0.05,0.8,0.82
fritzing.csv,0.63,0.36,0.01,0.58,0.53,0.42,0.91,0.81,0.7,0.65
jlinalg.csv,0.07,0.63,0.95,0.87,0.24,0.73,0.74,0.83,0.88,0.8
knowledge.csv,0.35,0.57,0.59,0.74,0.02,0.67,0.91,0.64,0.66,0.74
massiv.csv,1.0,1.0,0.94,1.0,1.0,0.0,1.0,1.0,1.0,1.0
multitude.csv,0.56,0.6,0.54,0.63,0.38,0.48,0.71,0.51,0.5,0.06
playerstage.csv,0.72,0.62,0.48,0.03,0.55,0.39,0.84,0.82,0.71,0.62
quarkplusplus.csv,0.43,0.47,0.54,0.49,0.6,0.56,0.82,0.54,0.0,0.75
rtrt-on-gpu.csv,0.88,0.72,0.8,0.84,0.63,0.84,0.0,0.89,0.8,0.76
superwaba.csv,0.73,0.02,0.53,0.56,0.65,0.6,0.87,0.79,0.64,0.76
